4D11 12 3.1 5.2
4D11 16 1.2 4.3
4D12 3  2.2 4.3
4D12 1 2.2
4D12 7  2.2
4D13 12 7.1 18.2 1.4
4D13 16 1.2
4D14 12 4.1 3.2
4D21 3  10.3
4D21 7  1.1
4D22 13 1.2
4D22 7  2.1
4D23 3  1.2 2.3
4D24 4  11.1 1.2
4D24 5  1.2 1.3
4D24 12 2.3
4D31 12 1.2 2.3
4D31 5  1.2 1.3
4D32 0  0   0
4D33 7  1.1
4D33 8  2.2
4D34 0  0   0
4D41 3  2.2 1.3
4D41 2  1.2
4D41 7  1.1 10.2 2.3
4D41 1  3.2
4D41 8  1.3
4D42 7  7.1 11.2
4D42 1  2.1
4D43 7  6.1
4D43 5  1.2
4D43 1  3.1 1.2
4D44 5  1.1 2.2
4D44 8  3.2 1.3
4D44 7  2.1 1.2
4D44 16 1.2
5D11 3  3.3
5D11 7  1.1
5D12 3  1.2 1.3 2.4
5D13 7  2.1
5D13 3  1.2
5D13 1  3.1 1.2
5D14 3  1.2 2.3 1.4
5D21 7  3.1 2.2
5D21 1  1.1
5D22 5  1.1
5D22 7  1.1
5D23 5  1.3
5D24 5 1.3
5D31 8  1.3
5D31 3  1.3
5D32 3  1.2 2.3
5D33 7  6.2 1.4
5D33 5  2.2
5D33 3  1.2
5D34 1  3.1 6.2
5D34 7  1.1
5D34 3  1.3
5D34 5  2.2
5D41 5  1.1 2.2 1.3
5D41 1  1.3
5D41 3  2.3 2.4
5D41 7  1.1
5D42 5  3.2
5D43 7  1.1 1.2
5D43 5  2.2
5D43 1  2.2 1.3
5D44 5  4.2 4.3
5D44 7  7.1
5D44 3  1.3
5D44 1  2.2
3E11 3  2.1
3E11 1  1.1
3E11 7  2.2
3E11 12 2.2
3E11 5  1.2
3E12 7  4.1 3.2
3E13 7  1.2
3E14 0  0   0
3E21 0  0   0
3E22 5  2.2
3E23 7  1.1
3E24 7  6.1 2.2
3E24 5  1.2
3E24 8  1.2
3E24 1  1.1
3E31 7  10.1 11.2 1.3
3E31 12 3.1 22.2 8.3
3E31 1  1.1
3E31 5  2.2 4.3
3E32 12 4.1 33.2 12.3
3E32 7  10.1 27.2 1.3
3E32 5  1.2
3E32 16 1.2
3E32 1  1.2
3E33 7  36.1 3.2
3E33 5  1.2
3E33 15 1.3
3E34 12 1.1 3.2
3E34 5  1.2 1.3
3E41 1  1.2
3E42 1  1.2
3E42 6  1.1 1.2
3E42 5  2.2
3E42 12 1.2 2.3 1.4
3E43 5  2.1 4.2
3E43 3  1.1
3E43 12 1.2
3E43 1  1.1
3E44 7  1.1
4E11 7  2.2
4E11 3  2.3
4E11 1  1.1
4E12 2  1.1
4E12 7  3.1
4E13 1  6.1 2.2
4E13 7  2.1
4E14 7  1.1
4D14 1  3.1
4E21 6  1.3
4E21 5  1.2
4E22 1  1.2
4E23 1  1.2
4E24 5  1.2
4E24 8  2.3
4E24 7  1.2 1.3
4E31 7  6.1
4E31 1  2.1 1.2
4E32 7  1.2 1.3
4E32 5  1.1
4E33 7  4.1 3.2
4E34 7  5.1 2.2 1.3
4E34 1  3.2
4E41 0   0    0
4E42 0   0    0
4E43 0   0    0
4E44 0   0    0
5E11 7  2.2
5E12 1  1.4
5E12 8  1.4
5E13 1  2.1
5E14 7  2.1
5E21 12 1.1 4.2 1.3
5E21 3  1.3
5E22 12 1.3
5E22 3  1.2
5E22 7  3.1
5E23 7  2.1
5E23 29 2.1 5.2
5E23 5  1.2 1.3
5E23 1  1.1
5E24 0  0   0
5E31 8  1.3
5E31 7  5.1
5E31 16 1.1 3.3
5E31 1  1.2
5E32 7  4.2
5E32 1  2.1
5E33 1  12.1 3.2
5E33 7  12.1
5E34 7  7.1 1.2
5E34 1  1.1
5E41 7  2.1 3.4
5E41 3  1.3
5E42 3  1.2 1.3
5E43 7  2.2
5E43 5  1.2
5E44 3  1.2
3F11 7  3.1 1.3
3F11 3  1.3
3F11 2  1.2
3F11 5  1.3
3F12 3  7.3
3F12 7  2.4
3F12 5  2.2
3F12 2  1.1
3F13 7  1.1
3F13 3  4.3
3F14 7  3.1 2.2
3F14 29 1.2
3F14 3  5.2 4.3
3F14 8  1.1 5.2 5.3
3F14 2  1.2
3F14 5  1.2
3F21 7  1.1 2.2
3F21 3  2.3
3F21 5  1.3
3F21 6  3.2
3F21 1  1.1
3F22 3  2.2 1.3
3F23 3  2.2
3F23 6  1.2
3F23 1  1.1
3F23 12 3.2 2.3
3F23 5  3.2
3F24 5  1.2
3F24 6  3.2
3F24 7  1.2
3F31 7  4.1
3F32 7  16.1 2.2
3F32 1  4.1 2.2
3F32 2  1.1 2.2
3F32 8  1.2
3F33 7  10.1
3F33 1  1.1
3F34 7  18.1
3F34 3  1.2
3F34 1  2.1
3F34 2  1.1
3F41 1  2.1 2.2
3F41 7  1.1
3F42 1  3.1
3F42 12 1.1
3F42 3  1.1
3F43 6  2.2
3F43 1  2.1
3F44 1  5.1 5.2
3F44 5  5.2
4F11 0  0   0
4F12 0  0   0
4F13 0  0   0
4F14 5  4.2
4F14 7  2.1 1.2
4F21 10 5.3
4F21 5  2.2
4F22 0  0   0
4F23 0  0   0
4F24 0  0   0
4F31 1  1.1 1.2
4F31 5  4.2
4F32 7  1.1
4F33 5  2.2
4F33 7  1.1 1.2
4F33 1  1.1 5.2 1.3
4F34 7  6.1 1.2
4F41 5  1.2
4F42 5  1.2
4F43 1  1.2
4F44 0  0   0
5F11 7  2.1 6.2
5F11 1  1.2 2.3
5F11 3  1.2
5F12 1  4.1 7.2
5F12 7  3.2
5F12 5  1.3
5F12 6  1.3
5F13 7  16.1 2.2
5F13 5  4.2
5F13 1  1.1
5F13 3  1.3
5F14 7  3.1
5F21 7  1.1
5F22 7  1.1
5F23 7  4.1
5F24 7  19.1
5F31 7  8.1 3.2 2.3
5F31 1  4.1
5F32 7  1.2
5F32 1  1.4
5F33 1  4.1
5F33 7  2.1
5F34 7  3.1 5.2
5F34 1  3.1 2.2
5F34 5  1.2
5F41 3  3.3
5F41 7  1.1
5F42 7  2.1
5F43 7  3.1 1.3
5F43 2  1.3
5F43 3  1.3
5F43 1  2.1
5F44 5  1.3
3G11 7  37.1
3G11 1  2.1 2.2
3G11 3  1.2
3G12 7  8.1
3G12 1  2.1
3G12 4  1.1
3G12 5  1.1
3G13 1  2.1 2.2
3G13 3  3.3
3G13 7  8.1 3.2 1.3
3G13 4  1.1
3G13 29 1.2
3G13 8  1.2
3G14 7  2.1
3G14 1  1.1 1.2
3G14 5  1.1
3G14 8  1.2
3G21 1  2.1 7.2
3G21 7  8.1 3.2 1.3
3G21 5  1.2
3G21 6  5.2 1.3
3G22 7  56.1 4.2
3G22 1  1.1 6.2
3G22 5  4.2 2.3
3G22 8  2.2 3.3
3G22 6  1.1 1.2
3G22 3  1.3
3G22 29 1.2 2.3
3G23 1  1.1 1.2 1.3
3G23 7  15.1 2.2
3G23 16 1.2
3G24 1  1.1 5.2 1.4
3G24 7  5.1 1.2
3G24 8  1.3
3G24 3  1.2
3G31 1  4.1 1.2
3G31 7  5.1
3G32 4  2.3
3G32 7  1.1 5.2 1.3
3G32 3  1.2
3G32 5  1.2
3G32 1  1.2
3G33 1  2.1
3G33 25 1.2
3G33 3  3.2
3G34 7  10.1 4.2
3G34 1  3.1
3G34 3  1.2
3G34 25 1.2
3G34 4  1.1
3G41 7  3.1
3G42 7  6.1 2.2
3G42 29 1.1 10.2 2.3
3G42 1  1.1 1.2
3G43 0  0   0
3G44 1  1.2
3G44 7  1.1
4G11 1  1.1 1.3
4G11 6  1.2 3.3
4G11 8  1.3
4G11 7  2.1
4G12 1  1.1 11.2 8.3
4G12 7  6.1 5.2
4G13 1  1.1 2.2 2.3
4G13 7  2.1
4G13 3  5.2
4G14 6  5.2 1.3
4G14 7  5.1
4G14 3  1.2 1.3
4G14 5  1.1
4G14 1  1.1
4G21 7  1.1 2.2
4G21 1  1.2 1.3
4G21 5  2.2
4G22 1  4.1
4G22 7  2.1 3.2
4G22 5  3.2
4G22 3  1.3
4G23 1  3.1 1.3
4G23 6  1.2
4G24 7  2.1 8.2 1.3
4G24 1  1.1 1.2
4G24 5  1.2
4G31 7  3.1
4G32 2  1.2 1.3
4G32 7  2.1 1.2
4G33 0  0   0
4G34 0  0   0
4G41 7  1.1
4G41 6  1.2
4G42 7  2.1 2.2
4G42 6  1.2
4G43 7  2.1
4G43 1  1.1
4G44 7  1.1 5.2
4G44 5  1.1
4G44 6  1.2
4G44 1  1.1
5G11 1  8.2
5G11 7  42.1 10.2
5G12 7  31.1 3.2
5G12 1  1.1 1.2
5G12 5  1.2
5G13 1  10.2
5G13 7  24.1
5G13 5  2.2
5G13 6  1.2
5G14 7  44.1 4.2
5G14 1  6.2
5G14 6  1.2
5G14 3  1.3
5G21 7  1.2
5G21 1  1.2
5G21 3  1.3
5G22 29 3.2
5G22 3  1.2
5G23 3  2.1 21.2 3.3
5G24 7  1.2
5G24 3  4.2
5G24 5  2.2
5G24 1  1.1 2.2
5G24 29 1.2
5G24 6  1.2
5G31 7  6.1
5G32 7  15.1
5G32 3  2.3
5G32 5  1.2
5G33 7  21.1
5G33 1  2.1
5G33 3  1.2
5G34 7  2.1
5G34 1  3.2
5G41 5  1.1 2.2
5G41 1  3.2
5G41 7  2.1
5G41 8  2.2
5G42 5  2.2
5G42 1  1.2
5G42 7  1.1
5G42 3  2.1 5.2
5G43 5  1.1 8.2
5G43 1  1.2
5G43 7  3.1
5G44 1  3.1 2.2
5G44 7  1.1
5G44 5  1.1 1.2
3H11 7  7.1
3H11 5  1.1 1.2
3H11 4  1.1
3H12 7  3.1
3H12  1 1.1
3H12  5 1.2
3H12 5  1.2
3H13 7  19.1 2.2
3H13 1  3.1 4.2
3H13 4  1.2
3H13 2  1.1 1.2
3H14 7  10.1
3H14 1  3.1
3H14 2  1.1
3H14 5  2.1
3H21 0  0   0
3H22 7  4.1 5.2 5.3 3.4
3H22 1  1.1
3H23 7  6.1
3H23 4  1.1
3H23 2  2.1
3H23 1  1.1
3H24 0  0   0
3H31 1  1.1 1.2
3H31 7  1.1 1.3
3H32 5  1.2
3H33 1  1.1 1.3
3H33 4  1.3
3H34 1  3.2
3H41 3  1.3
3H41 7  4.1
3H42 25 1.1
3H42 2  1.2
3H42 7  3.1
3H43 7 3.1
3H43 1 1.1 1.2
3H44 3 1.3
3H44 7 1.1
3H44 8 1.2
3H44 25 2.2
4H11 0  0   0
4H12 7  3.1
4H12 1  1.1 2.2
4H13 0  0   0
4H14 0  0   0
4H21 1  1.3 4.3
4H21 7  5.1 1.3
4H22 7  15.1 5.2
4H22 5  2.2
4H22 1  1.1 1.3
4H23 1  1.3
4H23 1  1.3
4H23 7  18.1 2.2
4H23 25 1.2
4H24 1  2.2 1.3
4H31 7  2.1
4H31 2  1.1
4H32 3  1.2
4H32 2  1.1
4H32 7  1.1
4H33 7  1.1
4H33 2  1.2
4H33 5  1.1
4H33 4  1.4
4H34 7  1.1
4H34 2  1.1
4H41 7  10.1
4H41 25 1.1 2.2
4H41 2  1.3
4H42 7  2.1
4H42 1  1.1 3.2 1.3
4H42 5  1.2
4H43 7  9.1
4H44 7  79.1 0
4H44 3  1.1 4.2
4H44 1  1.1
4H44 25 1.1 3.2 1.3
4H44 2  1.1
5H11 8  1.3
5H12 5  2.2
5H12 2  1.1
5H12 1  2.2
5H12 7  1.2
5H13 5  1.2
5H13 1  1.2
