3E11 7 2.1 2.2
3E11 1 77.1 3.2
3E11 5 1.2
3E11 3 1.2
3E11 12 1.2
3E11 6 1.2 1.3
3E12 5 1.2 1.3
3E12 3 1.3
3E12 1 9.1 1.2
3E13 1 49.1 1.2
3E13 3 1.1 5.2
3E13 15 1.2
3E13 7 1.2
3E14 7 1.1
3E14 1 33.1
3E14 15 4.2 1.3
3E14 3 2.2
3E14 5 1.2
3E41 1 11.1 2.3
3E41 4 18.2 11.2
3E41 7 7.1 1.2
3E41 8 2.2
3E41 9 2.2
3E41 5 1.2
3E41 2 1.2
3E42 1 1.3
3E42 6 4.2
3E42 5 1.2
3E42 12 1.3
3E43 1 21.1 1.2
3E43 4 3.1 2.2
3E43 7 2.1 1.2
3E43 5 3.2
3E43 6 1.2
3E44 1 7.1 1.2
3E44 7 8.1
3E44 4 5.1
3E44 6 1.2
3F11 2 1.1 1.2
3F11 5 2.2
3F11 3 1.4
3F11 1 30.1
3F12 3 9.2 3.3 1.4
3F12 7 1.1
3F12 1 4.1
3F13 5 1.2
3F13 3 2.2 2.3
3F13 1 3.1
3F14 7 6.1
3F14 3 1.1 6.2 2.4
3F14 2 2.2
3F14 1 13.1
3F21 7 1.1 2.2
3F21 9 1.1
3F21 6 1.2
3F21 1 3.1
3F22 3 2.2
3F22 1 1.1
3F23 6 1.2
3F23 3 1.1 1.2 1.3
3F23 7 4.1
3F23 1 9.1 1.2
3F23 12 2.2 5.3
3F24 6 1.3
3F24 2 2.2
3F24 7 5.1
3F24 1 20.1
3F41 7 1.1
3F41 1 77.1 2.2
3F42 3 3.2 1.3
3F42 1 2.1
3F43 6 2.2
3F43 1 156.1
3F43 7 1.1
3F44 5 1.1 2.2
3F44 7 1.1
3F44 1 46.1
3G21 1 2.1 1.3 1.4
3G21 6 2.3
3G22 1 19.1
3G22 7 8.1 2.2
3G22 25 1.2 1.3
3G22 5 1.3
3G22 2 1.1
3G23 3 1.1 1.3
3G23 7 3.1 1.2
3G23 8 2.3
3G23 1 29.1
3G24 9 2.2 1.3
3G24 7 4.1 7.2
3G24 1 3.1 4.2
3G24 8 3.2 4.3
3G24 2 1.2
3H11 7 19.1
3H11 5 1.2
3H11 1 24.1
3H12 2 1.1
3H12 7 8.1
3H12 4 3.1
3H12 1 13.1
3H13 7 16.1
3H13 2 1.3
3H13 4 1.3
3H13 1 17.1
3H14 4 7.1
3H14 5 1.2
3H14 2 1.1 2.2
3H14 7 27.1 3.2
3H14 1 35.1
3H21 7 6.1
3H21 1 4.1
3H22 4 1.2
3H22 7 15.1
3H22 2 1.2
3H22 1 32.1
3H23 4 2.2
3H23 1 23.1
3H23 7 3.1
3H23 5 1.1
3H24 1 1.1
3H24 7 4.1
3H24 5 1.1
3H24 2 1.1
3H31 1 12.1 1.2
3H31 2 1.2
3H31 8 2.2
3H31 7 1.2
3H31 4 1.2
3H31 9 1.1
3H32 7 5.1
3H32 1 26.1 2.2
3H33 4 1.3
3H33 1 4.1 1.2
3H34 7 7.1 5.1
3H34 1 7.1 1.2
3H34 4 1.1
3H34 2 1.2
3I41 7 7.1
3I41 1 26.1 3.2 1.3
3I41 25 3.2
3I42 9 1.2
3I42 7 3.1 1.2
3I42 1 41.1 2.2
3I42 25 1.2
3I42 2 1.2
3I42 3 1.2
3I43 4 1.1
3I43 7 7.1
3I43 1 26.1
3I43 3 1.1
3I44 7 2.1
3I44 1 7.1 1.2
3J21 1 23.1
3J22 4 3.1 1.2
3J22 3 2.3
3J22 7 1.1
3J23 1 65.1
3J23 7 6.1
3J23 3 1.1 3.2 2.3
3J23 6 1.1
3J23 4 1.2
3J24 25 1.2
3J24 1 42.1
3J31 1 27.1
3J31 7 3.1 1.2
3J31 5 1.1 1.2
3J31 2 1.3
3J32 1 4.1 1.2
3J32 3 1.1 1.3
3J32 7 3.1 1.3
3J32 25 1.2
3J32 9 1.2
3J33 2 1.3
3J33 7 6.1
3J33 1 17.1 1.2
3J33 3 2.2
3J33 5 1.1
3J33 25 1.2
3J34 1 29.1
3J34 3 8.2 1.3
3J34 7 6.1
4E11 3 1.3
4E11 1 13.1
4E12 7 13.1
4E12 1 49.1
4E13 1 65.1 6.2
4E13 2 1.2
4E13 7 2.1
4E14 1 26.1 2.2
4E21 2 1.2
4E21 5 1.1
4E21 7 2.1 1.3
4E21 9 1.1
4E21 8 1.3 1.4
4E21 1 80.1
4E22 7 2.1
4E22 3 1.1
4E22 1 141.1
4E23 7 1.1
4E23 1 135.1
4E24 7 4.1
4E24 6 2.2
4E24 5 1.1
4E24 1 52.1
4E31 1 64.1 1.2
4E31 4 2.1
4E31 7 1.1 4.2
4E32 1 18.1
4E32 7 1.1
4E33 1 30.1
4E33 7 3.1
4E33 4 1.1
4E34 1 35.1 1.3
4E34 7 2.1 1.2
4E34 5 1.1
4E41 5 2.1
4E41 8 2.1
4E41 1 14.1
4E42 1 9.1
4E43 1 6.1
4E44 1 14.1
4F11 1 4.1
4F12 7 1.1
4F13 1 4.1
4F14 7 1.1 2.2
4F14 5 2.2 2.3
4F14 1 5.1
4F21 7 4.1
4F21 5 1.1
4F21 1 22.1
4F22 0 0
4F23 0 0
4F24 0 0
4F31 8 1.2
4F31 7 13.1
4F31 1 17.1 4.2 3.3
4F31 5 2.3
4F32 1 6.1 1.2
4F32 7 4.1
4F32 5 1.2
4F33 5 1.3
4F33 7 2.1 2.2
4F33 1 5.1 1.3
4F34 7 17.1
4F34 1 20.1
4F41 7 2.1
4F41 1 2.1
4F42 7 5.1
4F43 5 1.2
4F43 7 1.1 1.2
4F44 7 6.1
4F44 1 5.1
4F44 9 1.2
4G11 5 1.1
4G11 7 1.1
4G11 1 9.1 2.2 1.3
4G11 6 8.2 2.3
4G12 2 2.2
4G12 1 14.1 2.2 2.3 1.4
4G12 3 1.1 3.2
4G12 7 9.1 1.2
4G12 8 1.1
4G13 3 2.2
4G13 7 2.1
4G13 1 2.1 1.2
4G14 3 2.2 1.3
4G14 1 2.1 1.2
4G14 5 1.2
4G14 6 1.3 2.3
4G14 7 1.1
4G21 1 23.1 2.2 1.3
4G21 5 2.2 1.3
4G21 7 6.1 1.2
4G22 1 17.1
4G22 3 5.2
4G22 7 2.1 1.2 1.3
4G23 5 1.2
4G23 7 1.1
4G23 6 1.2
4G23 1 22.1 3.3
4G23 4 1.2
4G24 7 8.1 4.2 4.3
4G24 1 31.1 3.2
4H11 5 1.2
4H11 1 4.1
4H12 1 41.1 4.2
4H12 5 1.2
4H12 2 1.3
4H13 1 18.1 2.2
4H13 2 1.3
4H13 6 1.2
4H14 5 1.2
4H14 1 3.1
4H21 7 9.1 1.2
4H21 1 75.1 1.2 4.3
4H22 7 6.1
4H22 5 1.1
4H22 1 16.1 1.3
4H23 7 13.1
4H23 9 2.1
4H23 4 1.1
4H23 5 1.2
4H23 1 63.1 1.3
4H24 7 7.1 2.2
4H24 1 76.1 1.2 1.3
4H31 1 26.1
4H31 7 4.1
4H31 2 1.2
4H32 7 1.1
4H32 2 1.2
4H32 1 6.1
4H33 7 6.1
4H33 9 1.2
4H33 1 38.1
4H34 4 1.1 1.2
4H34 7 2.1
4H34 1 45.1
4I11 4 3.1
4I11 2 1.2
4I11 7 4.1
4I11 1 32.1 1.2
4I12 4 2.2
4I12 7 2.1 1.2
4I12 1 20.1 2.2
4I13 25 1.2
4I13 7 4.1
4I13 2 2.4
4I13 1 14.1
4I14 4 2.2
4I14 2 1.2
4I14 10 1.2
4I14 1 3.1
4I21 7 4.1 4.2
4I21 1 24.1 1.2
4I21 4 1.2
4I21 3 1.2
4I22 7 1.1
4I22 2 1.1 1.2
4I22 1 21.1 2.2
4I22 4 1.1
4I22 5 3.2
4I23 1 7.1 2.2 1.3
4I24 3 2.1 1.2
4I24 4 1.2
4I24 1 11.1
4I31 5 3.2
4I31 7 1.1 2.2 1.3
4I31 1 1.2
4I31 4 1.3
4I32 7 1.2
4I32 1 49.1 5.2
4I32 4 4.1
4I32 6 1.3
4I33 2 1.3
4I33 1 74.1 1.2
4I33 4 2.1 1.2 1.3
4I33 7 1.1
4I34 3 1.1
4I34 4 5.1 6.2
4I34 1 81.1 2.2
4I34 7 1.1 3.2
4I34 2 2.2
4I41 25 3.2 1.4
4I41 7 9.1 2.2
4I41 1 61.1 2.2
4I41 3 1.2
4I41 5 1.1
4I42 1 18.1 2.2
4I42 7 5.1
4I43 1 30.1 6.2
4I43 7 2.1 1.2
4I43 9 1.1
4I43 3 1.2
4I43 25 5.2
4I44 3 3.2
4I44 7 2.1
4I44 2 1.1
4I44 1 7.1 1.2
4J11 7 1.1 5.2
4J11 1 75.1
4J12 7 6.1 1.2
4J12 1 179.1 3.2
4J13 7 2.2
4J13 1 122.1
4J14 7 4.1
4J14 1 88.1 1.2
4J14 3 1.3
4J21 1 4.1
4J21 7 3.1
4J22 7 3.1
4J22 1 6.1
4J23 1 66.1
4J23 4 1.1
4J23 7 7.1
4J24 1 9.1 1.3
4J24 7 1.1
4J31 1 125.1 1.2
4J31 7 13.1
4J31 9 1.1
4J31 2 1.2
4J32 1 94.1
4J32 7 1.1 1.2
4J32 3 1.1 3.2 1.3
4J33 1 47.1 1.3
4J33 7 4.1
4J34 1 47.1
4J34 7 5.1
4J34 2 1.3
4J34 3 4.1 4.2
5D21 7 3.1
5D21 3 1.1 3.2
5D21 1 11.1 2.2
5D22 5 1.2
5D22 3 5.1 1.2
5D22 4 1.1 1.2
5D22 7 20.1
5D22 1 52.1 1.2
5D23 7 4.1
5D23 5 1.2
5D23 3 1.1
5D23 4 1.3
5D23 1 21.1
