YEAR,QUAD,PLOT,SPEC,FIASP,HT1,HT2,HT3,HT4
2009,3E4,4,2,097,7,3,0,0
2009,7G1,1,1,129,47,3,0,0
2009,7G1,1,7,316,11,0,0,0
2009,7G1,1,2,097,0,1,0,0
2009,7G1,1,25,585,5,0,0,0
2009,7G1,2,1,129,36,9,0,0
2009,7G1,2,7,316,14,0,0,0
2009,7G1,2,2,097,1,0,0,0
2009,7G1,2,9,375,1,0,0,0
2009,7G1,2,25,585,4,0,0,0
2009,7G1,2,3,012,1,0,0,0
2009,7G1,3,1,129,49,25,2,0
2009,7G1,3,7,316,6,2,0,0
2009,7G1,3,25,585,6,0,0,0
2009,7G1,4,7,316,17,0,0,0
2009,7G1,4,1,129,24,16,1,0
2009,7G1,4,25,585,5,0,0,0
2009,7G1,4,2,097,1,0,0,0
2009,7G2,1,7,316,37,0,0,0
2009,7G2,1,1,129,23,0,0,0
2009,7G2,1,4,261,1,0,0,0
2009,7G2,2,4,261,2,0,0,0
2009,7G2,2,7,316,29,0,0,0
2009,7G2,2,1,129,9,0,0,0
2009,7G2,3,7,316,20,0,0,0
2009,7G2,3,1,129,3,0,0,0
2009,7G2,3,4,261,1,0,0,0
2009,7G2,4,1,129,3,0,0,0
2009,7G2,4,7,316,8,0,0,0
2009,7G3,1,7,316,11,1,0,0
2009,7G3,1,1,129,8,0,0,0
2009,7G3,2,7,316,17,0,0,0
2009,7G3,2,1,129,30,8,0,0
2009,7G3,2,4,261,3,0,0,0
2009,7G3,3,2,097,0,2,2,0
2009,7G3,3,7,316,19,0,0,0
2009,7G3,3,1,129,6,2,0,0
2009,7G3,3,4,261,0,1,0,0
2009,7G3,4,7,316,13,0,0,0
2009,7G3,4,4,261,3,0,0,0
2009,7G3,4,1,129,10,0,0,0
2009,7G3,4,25,585,1,0,0,0
2009,7G3,4,3,012,0,0,1,0
2009,7G4,1,2,097,4,2,0,0
2009,7G4,1,4,261,8,0,0,0
2009,7G4,1,1,129,10,11,0,0
2009,7G4,1,25,585,0,1,0,0
2009,7G4,1,8,371,1,0,0,0
2009,7G4,1,7,316,10,0,0,0
2009,7G4,2,1,129,4,6,1,0
2009,7G4,2,7,316,8,0,0,0
2009,7G4,2,2,097,1,1,0,0
2009,7G4,2,4,261,1,0,0,0
2009,7G4,3,7,316,15,0,0,0
2009,7G4,3,1,129,8,6,0,0
2009,7G4,3,8,371,1,0,0,0
2009,7G4,4,1,129,2,3,1,0
2009,7G4,4,8,371,1,0,0,0
2009,7G4,4,7,316,4,0,0,0
2009,7G4,4,3,012,0,1,1,0
2009,7F2,1,1,129,29,0,0,0
2009,7F2,1,3,012,1,0,0,0
2009,7F2,1,7,316,11,1,0,0
2009,7F2,2,6,802,0,1,0,0
2009,7F2,2,7,316,15,3,0,0
2009,7F2,2,1,129,00,0,0,0
2009,7F2,3,7,316,15,0,0,0
2009,7F2,3,1,129,47,6,0,0
2009,7F2,3,2,097,3,0,0,0
2009,7F2,4,7,316,6,0,0,0
2009,7F2,4,1,129,30,0,0,0
2009,7F2,4,6,802,0,1,0,0
2009,7F3,1,7,316,82,0,0,0
2009,7F3,1,1,129,61,0,0,0
2009,7F3,1,3,012,1,0,0,0
2009,7F3,2,7,316,57,1,0,0
2009,7F3,2,1,129,58,3,0,0
2009,7F3,3,1,129,21,3,0,0
2009,7F3,3,7,316,27,0,0,0
2009,7F3,3,3,012,3,0,0,0
2009,7F3,4,7,316,28,3,0,0
2009,7F3,4,1,129,41,2,0,0
2009,7F4,1,7,316,16,3,0,0
2009,7F4,1,3,012,4,0,0,0
2009,7F4,1,2,097,0,1,0,0
2009,7F4,1,1,129,6,1,0,0
2009,7F4,2,6,802,0,2,0,0
2009,7F4,2,7,316,9,1,0,0
2009,7F4,2,3,012,0,1,0,0
2009,7F4,2,1,129,4,1,0,0
2009,7F4,3,1,129,8,0,0,0
2009,7F4,3,7,316,9,0,0,0
2009,7F4,3,3,012,2,0,0,0
2009,7F4,4,2,097,1,0,0,0
2009,7F4,4,1,129,13,4,0,0
2009,7F4,4,7,316,19,0,0,0
2009,7F4,4,3,012,3,0,0,0
2009,7E1,1,1,129,31,4,1,0
2009,7E1,1,7,316,26,0,0,0
2009,7E1,1,6,802,1,0,0,0
2009,7E1,1,2,097,0,1,0,0
2009,7E1,2,7,316,88,2,0,0
2009,7E1,2,2,097,0,1,0,0
2009,7E1,2,1,129,39,4,0,0
2009,7E1,3,3,012,3,4,0,0
2009,7E1,3,1,129,33,6,0,0
2009,7E1,3,7,316,91,1,0,0
2009,7E1,4,1,129,62,0,0,0
2009,7E1,4,7,316,68,0,0,0
2009,7E1,4,25,585,2,0,0,0
2009,7E3,1,7,316,66,0,0,0
2009,7E3,1,2,097,3,3,0,0
2009,7E3,1,1,129,52,0,0,0
2009,7E3,2,2,097,1,4,2,0
2009,7E3,2,1,129,43,18,0,0
2009,7E3,2,7,316,6,0,0,0
2009,7E3,2,25,585,1,0,0,0
2009,7E3,2,5,833,1,0,0,0
2009,7E3,3,2,097,3,1,0,0
2009,7E3,3,7,316,49,2,0,0
2009,7E3,3,1,129,44,4,0,0
2009,7E3,3,25,585,2,0,0,0
2009,7E3,4,1,129,62,6,0,0
2009,7E3,4,7,316,9,1,0,0
2009,7E3,4,2,097,1,0,0,0
2009,7E3,4,25,585,2,0,0,0
2009,7D1,1,7,316,7,0,0,0
2009,7D1,1,1,129,5,0,0,0
2009,7D1,2,1,129,4,0,0,0
2009,7D1,2,6,802,1,0,0,0
2009,7D1,3,1,129,5,1,0,0
2009,7D1,3,7,316,0,3,0,0
2009,7D1,4,1,129,9,1,0,0
2009,7D1,4,7,316,4,0,0,0
2009,7D1,4,5,833,1,0,0,0
2009,7D1,4,6,802,1,0,0,0
2009,7D4,1,1,129,24,2,0,0
2009,7D4,1,7,316,3,0,0,0
2009,7D4,1,3,012,0,1,0,0
2009,7D4,2,1,129,27,4,0,0
2009,7D4,2,7,316,42,1,0,0
2009,7D4,2,3,012,1,0,0,0
2009,7D4,3,1,129,13,1,0,0
2009,7D4,3,7,316,16,1,0,0
2009,7D4,4,1,129,22,1,0,0
2009,7D4,4,7,316,4,0,0,0
2009,7C1,1,7,316,22,0,0,0
2009,7C1,1,1,129,5,0,0,0
2009,7C1,2,7,316,27,2,0,0
2009,7C1,2,1,129,8,0,0,0
2009,7C1,3,2,097,0,0,3,0
2009,7C1,3,7,316,31,1,0,0
2009,7C1,3,1,129,7,2,0,0
2009,7C1,4,7,316,16,1,0,0
2009,7C1,4,1,129,5,4,0,0
2009,7C2,1,7,316,29,1,0,0
2009,7C2,1,1,129,8,6,0,0
2009,7C2,1,5,833,1,1,0,0
2009,7C2,2,3,012,0,1,0,0
2009,7C2,2,1,129,18,2,0,0
2009,7C2,2,7,316,25,0,0,0
2009,7C2,3,7,316,74,2,0,0
2009,7C2,3,1,129,20,1,0,0
2009,7C2,4,1,129,7,9,0,0
2009,7C2,4,7,316,36,6,0,0
2009,7C2,4,3,012,1,0,0,0
2009,7C3,1,7,316,61,0,0,0
2009,7C3,1,1,129,9,1,0,0
2009,7C3,1,3,012,0,0,1,0
2009,7C3,2,5,833,1,3,0,0
2009,7C3,2,1,129,13,0,0,0
2009,7C3,2,7,316,36,0,0,0
2009,7C3,3,1,129,4,0,0,0
2009,7C3,3,7,316,46,0,0,0
2009,7C3,4,7,316,52,7,0,0
2009,7C4,1,1,129,12,14,0,0
2009,7C4,1,3,012,0,2,0,0
2009,7C4,1,7,316,61,5,0,0
2009,7C4,2,7,316,52,2,0,0
2009,7C4,2,1,129,18,2,0,0
2009,7C4,2,5,833,1,0,0,0
2009,7C4,2,3,012,0,1,0,0
2009,7C4,3,7,316,32,0,0,0
2009,7C4,3,1,129,30,1,0,0
2009,7C4,3,5,833,1,2,0,0
2009,7C4,4,1,129,31,0,0,0
2009,7C4,4,7,316,37,0,0,0
2009,7C4,4,5,833,1,1,0,0
2009,8I1,1,7,316,29,3,0,0
2009,8I1,1,25,585,1,3,0,0
2009,8I1,1,1,129,24,1,0,0
2009,8I1,1,2,097,2,0,0,0
2009,8I1,2,1,129,15,0,0,0
2009,8I1,2,7,316,8,0,0,0
2009,8I1,3,25,585,0,1,0,0
2009,8I1,3,1,129,35,5,0,0
2009,8I1,3,7,316,8,1,0,0
2009,8I1,3,2,097,0,1,0,0
2009,8I1,4,1,129,21,3,0,0
2009,8I1,4,7,316,17,0,0,0
2009,8I1,4,25,585,0,1,0,0
2009,8I2,1,1,129,6,1,0,0
2009,8I2,1,3,012,2,0,0,0
2009,8I2,1,7,316,8,0,0,0
2009,8I2,2,1,129,3,0,0,0
2009,8I2,2,7,316,2,0,0,0
2009,8I2,3,7.1,316,2,0,0,0
2009,8I2,4,7,316,9,0,0,0
2009,8I2,4,1,129,3,1,0,0
2009,8I3,1,1,129,21,0,0,0
2009,8I3,1,7,316,5,0,0,0
2009,8I3,1,4,261,1,0,0,0
2009,8I3,2,7,316,0,0,0,0
2009,8I3,2,1,129,4,2,0,0
2009,8I3,2,4,261,1,0,0,0
2009,8I3,3,1,129,18,4,0,0
2009,8I3,3,4,261,1,0,0,0
2009,8I3,3,7,316,4,0,0,0
2009,8I3,4,1,129,14,1,0,0
2009,8I3,4,7,316,9,0,0,0
2009,8I3,4,4,261,4,0,0,0
2009,8I3,4,25,585,1,0,0,0
2009,8H1,1,1,129,9,0,0,0
2009,8H1,1,7,316,3,0,0,0
2009,8H1,1,2,097,0,1,0,0
2009,8H1,2,7,316,4,0,0,0
2009,8H1,2,5,833,0,1,0,0
2009,8H1,2,1,129,4,0,0,0
2009,8H1,3,9,375,4,0,0,0
2009,8H1,3,7,316,4,0,0,0
2009,8H1,3,5,833,0,1,0,0
2009,8H1,3,1,129,6,1,0,0
2009,8H1,4,1,129,23,0,0,0
2009,8H1,4,7,316,13,0,0,0
2009,8H2,1,7,316,9,1,0,0
2009,8H2,1,1,129,3,0,0,0
2009,8H2,1,2,097,0,0,2,0
2009,8H2,1,3,012,0,1,0,0
2009,8H2,2,3,012,0,23,0,0
2009,8H2,2,7,316,10,0,0,0
2009,8H2,2,1,129,5,1,0,0
2009,8H2,3,7,316,20,0,0,0
2009,8H2,3,1,129,5,0,0,0
2009,8H2,3,3,012,0,0,1,0
2009,8H2,4,7,316,27,2,0,0
2009,8H2,4,1,129,4,0,0,0
2009,8H3,1,7,316,12,0,0,0
2009,8H3,1,2,097,0,2,1,0
2009,8H3,1,1,129,15,0,0,0
2009,8H3,2,7.1,316,4,1,0,0
2009,8H3,2,7,316,7,0,0,0
2009,8H3,2,1,129,14,0,0,0
2009,8H3,2,5,833,0,1,0,0
2009,8H3,3,7,316,9,0,0,0
2009,8H3,3,1,129,20,0,0,0
2009,8H3,3,2,097,0,1,0,0
2009,8H3,4,2,097,1,0,0,0
2009,8H3,4,7,316,17,2,0,0
2009,8H3,4,1,129,18,3,0,0
2009,8H3,4,3,012,0,4,0,0
2009,8H4,1,3,012,1,0,0,0
2009,8H4,1,7,316,12,0,0,0
2009,8H4,1,5,833,0,1,0,0
2009,8H4,1,1,129,3,1,0,0
2009,8H4,2,3,012,1,0,0,0
2009,8H4,2,1,129,2,1,0,0
2009,8H4,2,7,316,10,0,0,0
2009,8H4,2,5,833,2,1,0,0
2009,8H4,3,7,316,6,0,0,0
2009,8H4,3,3,012,2,0,0,0
2009,8H4,3,5,833,1,0,0,0
2009,8H4,4,1,129,1,0,0,0
2009,8H4,4,7,316,4,0,0,0
2009,8H4,4,9,375,1,0,0,0
2009,8F1,1,1,129,21,0,0,0
2009,8F1,1,7,316,22,1,0,0
2009,8F1,2,1,129,25,7,0,0
2009,8F1,2,7,316,32,1,0,0
2009,8F1,2,3,012,0,0,2,0
2009,8F1,3,7,316,27,0,0,0
2009,8F1,3,1,129,51,6,0,0
2009,8F1,3,6,802,1,0,0,0
2009,8F1,3,9,375,1,0,0,0
2009,8F1,4,7,316,12,1,0,0
2009,8F1,4,1,129,29,0,0,0
2009,8F2,1,7,316,25,0,0,0
2009,8F2,1,1,129,23,0,0,0
2009,8F2,2,7,316,20,0,0,0
2009,8F2,2,6,802,0,1,0,0
2009,8F2,2,1,129,5,0,0,0
2009,8F2,3,7,316,7,0,0,0
2009,8F2,3,1,129,4,0,0,0
2009,8F2,4,1,129,16,7,0,0
2009,8F2,4,3,012,1,0,0,0
2009,8F2,4,7,316,20,0,0,0
2009,8F2,4,5,833,0,1,0,0
2009,8F3,1,3,012,6,0,0,0
2009,8F3,1,1,129,17,0,0,0
2009,8F3,1,7,316,2,0,0,0
2009,8F3,2,1,129,30,0,0,0
2009,8F3,2,7,316,1,0,0,0
2009,8F3,2,3,012,1,0,0,0
2009,8F3,3,1,129,13,0,0,0
2009,8F3,4,1,129,4,0,0,0
2009,8F3,4,3,012,3,0,0,0
2009,8F3,4,7,316,3,0,0,0
2009,8F4,1,7,316,5,0,0,0
2009,8F4,1,3,012,3,5,0,0
2009,8F4,1,1,129,9,2,0,0
2009,8F4,2,3,012,6,0,0,0
2009,8F4,2,7,316,12,1,0,0
2009,8F4,2,1,129,19,0,0,0
2009,8F4,3,3,012,5,0,2,0
2009,8F4,3,7,316,9,0,0,0
2009,8F4,3,1,129,8,0,0,0
2009,8F4,3,2,097,1,0,0,0
2009,8F4,4,1,129,6,0,0,0
2009,8F4,4,7,316,7,0,0,0
2009,8F4,4,3,012,5,0,0,0
2009,8E1,1,7,316,20,0,0,0
2009,8E1,1,1,129,13,0,0,0
2009,8E1,2,7,316,46,0,0,0
2009,8E1,2,1,129,36,0,0,0
2009,8E1,3,7,316,24,0,0,0
2009,8E1,3,1,129,24,0,0,0
2009,8E1,4,7,316,43,0,0,0
2009,8E1,4,1,129,33,0,0,0
2009,8E3,1,7,316,16,3,0,0
2009,8E3,1,1,129,30,12,0,0
2009,8E3,2,1,129,25,14,1,0
2009,8E3,2,7,316,52,6,0,0
2009,8E3,2,2,097,1,1,0,0
2009,8E3,3,7,316,59,0,0,0
2009,8E3,3,1,129,19,7,1,0
2009,8E3,4,7,316,81,10,0,0
2009,8E3,4,1,129,15,16,0,0
2009,8E3,4,3,012,2,2,0,0
2009,8E3,4,2,097,3,0,0,0
2009,8D1,1,1,129,0,3,0,0
2009,8D1,2,6,802,0,1,0,0
2009,8D1,2,1,129,4,9,0,0
2009,8D1,2,7,316,3,0,0,0
2009,8D1,3,1,129,9,0,0,0
2009,8D1,3,7,316,1,0,0,0
2009,8D1,3,5,833,1,0,0,0
2009,8D1,4,1,129,7,7,4,0
2009,8D1,4,7,316,3,3,0,0
2009,8D2,1,7,316,67,0,0,0
2009,8D2,1,1,129,12,4,0,0
2009,8D2,1,5,833,1,1,0,0
2009,8D2,1,3,012,4,0,0,0
2009,8D2,2,7,316,55,0,0,0
2009,8D2,2,1,129,2,0,0,0
2009,8D2,2,3,012,1,0,0,0
2009,8D2,3,7,316,10,0,0,0
2009,8D2,3,1,129,8,8,0,0
2009,8D2,4,7,316,80,0,0,0
2009,8D2,4,1,129,9,16,0,0
2009,8D2,4,6,802,1,0,0,0
2009,8D3,1,7,316,39,0,0,0
2009,8D3,1,1,129,12,2,0,0
2009,8D3,1,3,012,1,0,0,0
2009,8D3,2,7,316,14,0,0,0
2009,8D3,2,1,129,5,0,0,0
2009,8D3,3,1,129,8,1,0,0
2009,8D3,3,7,316,31,1,0,0
2009,8D3,4,7,316,20,1,0,0
2009,8D3,4,1,129,8,1,0,0
2009,8D3,4,25,585,1,0,0,0
2009,8D4,1,7,316,59,0,0,0
2009,8D4,1,1,129,20,11,0,0
2009,8D4,1,3,012,1,0,0,0
2009,8D4,2,7,316,08,0,0,0
2009,8D4,2,1,129,19,12,0,0
2009,8D4,2,6,802,0,1,0,0
2009,8D4,3,7,316,71,0,0,0
2009,8D4,3,1,129,29,11,0,0
2009,8D4,4,7,316,69,2,0,0
2009,8D4,4,1,129,15,0,0,0
2009,3H2,1,7,316,23,0,0,0
2009,3H2,1,1,129,16,0,0,0
2009,3H2,1,4,261,1,0,0,0
2009,3H2,1,5,833,1,1,0,0
2009,3H2,2,7,316,16,3,1,0
2009,3H2,2,1,129,9,0,0,0
2009,3H2,2,2,097,1,1,0,0
2009,3H2,2,4,261,2,1,1,0
2009,3H2,2,3,012,4,1,0,0
2009,3H2,3,7,316,6,1,0,0
2009,3H2,3,4,261,5,3,0,0
2009,3H2,3,1,129,8,0,0,0
2009,3H2,4,7,316,19,0,0,0
2009,3H2,4,5,833,0,1,0,0
2009,3H2,4,1,129,6,0,0,0
2009,3H2,4,3,012,2,0,0,0
2009,3H2,4,4,261,3,0,0,0
2009,3H2,4,2,097,5,0,0,0
2009,3H3,1,1,129,19,3,1,0
2009,3H3,1,2,097,0,1,0,0
2009,3H3,1,4,261,1,0,0,0
2009,3H3,1,7,316,11,2,0,0
2009,3H3,2,1,129,10,1,0,0
2009,3H3,2,7,316,2,0,0,0
2009,3H3,3,1,129,4,0,0,0
2009,3H3,3,7,316,2,0,0,0
2009,3H3,3,4,261,0,0,1,0
2009,3H3,4,7,316,9,0,0,0
2009,3H3,4,4,261,2,0,0,0
2009,3H3,4,1,129,7,0,0,0
2009,3H3,4,2,097,1,0,0,0
2009,4J1,1,7,316,13,0,0,0
2009,4J1,1,1,129,25,0,0,0
2009,4J1,1,7.1,316,10,20,0,0
2009,4J1,1,2,097,1,0,0,0
2009,4J1,2,2,097,4,1,0,0
2009,4J1,2,1,129,27,20,0,0
2009,4J1,2,7,316,41,0,0,0
2009,4J1,3,7,316,14,0,0,0
2009,4J1,3,1,129,18,1,0,0
2009,4J1,3,2,097,0,1,0,0
2009,4J1,3,4,261,0,1,0,0
2009,4J1,4,7,316,17,1,0,0
2009,4J1,4,1,129,16,1,0,0
2009,4J1,4,3,012,1,4,0,0
2009,4J2,1,7,316,00,0,0,0
2009,4J2,1,1,129,15,5,0,0
2009,4J2,2,7,316,94,5,0,0
2009,4J2,2,1,129,26,8,0,0
2009,4J2,2,3,012,1,0,0,0
2009,4J2,3,7,316,99,3,0,0
2009,4J2,3,1,129,15,0,0,0
2009,4J2,4,7,316,14,0,0,0
2009,4J2,4,1,129,12,0,1,0
2009,4J3,1,1,129,9,0,0,0
2009,4J3,1,7,316,21,0,0,0
2009,4J3,1,2,097,1,0,0,0
2009,4J3,2,1,129,3,0,0,0
2009,4J3,2,7,316,24,0,0,0
2009,4J3,2,3,012,2,1,1,0
2009,4J3,2,5,833,0,1,0,0
2009,4J3,3,1,129,0,2,0,0
2009,4J3,3,2,097,1,0,1,0
2009,4J3,3,7,316,17,0,0,0
2009,4J3,4,3,012,8,2,1,0
2009,4J3,4,6,802,1,0,0,0
2009,4J3,4,7,316,15,0,0,0
2009,4J3,4,1,129,7,0,0,0
2009,4I1,1,2,097,4,7,1,0
2009,4I1,1,1,129,13,15,3,0
2009,4I1,1,4,261,4,2,0,0
2009,4I1,2,4,261,1,0,1,0
2009,4I1,2,1,129,13,13,1,0
2009,4I1,2,25,585,2,3,0,0
2009,4I1,2,7,316,2,3,0,0
2009,4I1,3,25,585,0,1,0,0
2009,4I1,3,1,129,4,0,0,0
2009,4I1,4,7,316,6,0,0,0
2009,4I1,4,4,261,2,1,1,0
2009,4I1,4,1,129,4,0,0,0
2009,4I1,4,2,097,0,0,1,0
2009,4I2,1,1,129,6,3,1,0
2009,4I2,1,7,316,12,4,0,0
2009,4I2,1,3,012,0,1,0,0
2009,4I2,1,4,261,1,0,1,0
2009,4I2,2,3,012,10,0,0,0
2009,4I2,2,2,097,1,1,0,0
2009,4I2,2,1,129,12,3,0,0
2009,4I2,2,7,316,4,2,0,0
2009,4I2,2,4,261,11,0,0,0
2009,4I2,3,1,129,6,0,0,0
2009,4I2,3,4,261,5,0,0,0
2009,4I2,3,7,316,1,0,0,0
2009,4I2,3,3,012,2,0,0,0
2009,4I2,4,1,129,3,0,0,0
2009,4I2,4,7,316,1,0,0,0
2009,4I2,4,4,261,3,0,1,0
2009,4I2,4,3,012,1,2,0,0
2009,4I3,1,1,129,3,0,0,0
2009,4I3,1,7,316,2,0,0,0
2009,4I3,2,1,129,13,4,2,0
2009,4I3,2,7,316,11,3,0,0
2009,4I3,2,3,012,1,0,0,0
2009,4I3,3,1,129,12,1,1,0
2009,4I3,3,7,316,15,1,0,0
2009,4I3,3,4,261,1,0,1,0
2009,4I3,4,2,097,0,1,1,0
2009,4I3,4,4,261,0,2,1,1
2009,4I3,4,7,316,9,4,0,0
2009,4I3,4,1,129,8,1,0,0
2009,4I3,4,3,012,0,1,0,0
2009,4I4,1,1,129,11,12,0,0
2009,4I4,1,2,097,1,5,0,0
2009,4I4,1,7,316,17,0,0,0
2009,4I4,1,3,012,2,0,0,0
2009,4I4,1,25,585,1,0,0,0
2009,4I4,2,3,012,1,2,1,0
2009,4I4,2,1,129,4,2,0,0
2009,4I4,2,2,097,0,2,0,0
2009,4I4,2,7,316,11,0,0,0
2009,4I4,3,25,585,5,8,0,0
2009,4I4,3,3,012,0,0,1,0
2009,4I4,3,1,129,9,11,0,0
2009,4I4,3,7,316,8,0,0,0
2009,4I4,4,1,129,6,4,1,0
2009,4I4,4,25,585,2,5,0,0
2009,4I4,4,7,316,10,2,0,0
2009,4H1,1,1,129,20,1,0,0
2009,4H1,1,7,316,3,1,0,0
2009,4H1,2,1,129,9,4,2,0
2009,4H1,2,7,316,4,1,0,0
2009,4H1,2,2,097,0,0,1,0
2009,4H1,3,7,316,1,1,0,0
2009,4H1,3,1,129,8,1,0,0
2009,4H1,3,25,585,1,0,0,0
2009,4H1,4,7,316,8,0,0,0
2009,4H1,4,1,129,5,0,0,0
2009,4H2,1,7,316,5,0,0,0
2009,4H2,1,1,129,20,4,1,0
2009,4H2,1,5,833,0,1,0,0
2009,4H2,2,1,129,8,2,1,0
2009,4H2,2,7,316,13,4,0,0
2009,4H2,3,7,316,32,2,0,0
2009,4H2,3,1,129,17,4,1,0
2009,4H2,3,5,833,0,1,0,0
2009,4H2,4,1,129,10,2,0,0
2009,4H2,4,7,316,12,4,0,0
2009,4H3,1,7,316,6,0,0,0
2009,4H3,1,5,833,1,0,0,0
2009,4H3,1,1,129,8,0,0,0
2009,4H3,2,4,261,2,2,0,0
2009,4H3,2,2,097,1,1,0,0
2009,4H3,2,1,129,42,0,0,0
