4I2A1 1 5.1
4I2A3 7 2.1
4I2A3 1 8.1
4I2A4 1 1.1
5J1D1 1 1.1 4.3
5J1D1 7 1.2 2.3
5J1D1 25 1.2 3.3 2.4
5J1D2 1 2.2
5J1D2 25 1.3
5J1D2 7 4.2
5J1D3 5 1.2
5J1D3 7 1.2
5J1D4 1 1.1 2.2 3.3
5J1D4 25 1.2
5J1D4 7 2.2
3G4D1 9 5.2
3G4D1 1 39.1 4.2
3G4D1 8 4.1 1.2
3G4D1 4 1.1 1.2
3G4D2 8 3.2 1.3
3G4D2 5 1.1 2.2
3G4D2 1 17.1 4.2 1.3
3G4D2 9 2.1 7.2 1.3
3G4D2 2 2.2
3G4D2 4 1.3
3G4D2 7 1.1
3G4D3 7 1.1
3G4D3 5 1.1 4.2
3G4D3 4 1.2 2.3
3G4D3 9 1.1 1.2
3G4D3 1 6.1
3G4D4 8 3.1 1.2
3G4D4 5 2.2
3G4D4 9 2.1
3G4D4 4 2.2 1.3
3G4D4 7 2.1
3G4D4 2 1.2
3G4D4 1 32.1
4F1B1 1 1.3
4F1B1 6 1.3
4F1B2 1 1.1
4F1B2 7 1.1
4F1B3 7 14.1 1.2
4F1B3 1 6.1
4F1B4 7 3.1
4F1B4 1 2.1
4F1A2 1 1.2
4F1A2 6 2.3
4F1A2 7 1.1
4F1A3 5 1.2
4F1A3 1 2.1
4F3A2 1 1.3
4F3A2 7 1.1
4F3A3 1 2.1 2.3
4F3A3 5 1.2
4F3A4 7 2.1
4F3A4 5 1.2
4F3A4 1 2.1
4F4A1 7 1.2
4F4A3 7 2.1
4F4A3 1 1.1
4F4A4 7 1.2
4F2A1 5 1.2
4F2A3 5 1.2
4F2A3 1 5.1 2.2
4F2A4 1 1.2
4F2A4 7 1.1 1.2
4F2C2 1 1.1 1.2
4F2C3 6 1.2
4F2C3 1 3.1
5E3B1 1 1.1
5E3B1 3 3.2 10.3
5E3B1 3.1 1.2
5E3B2 1 4.1
5E3B2 3 1.3
5E3B2 5 1.2
5E3B3 1 18.1 5.2 3.3
5E3B3 5 2.2
5E3B3 3 2.2
5E3B3 8 2.2 4.3
5E3B3 2 3.2
5E3B3 7 6.1 1.2
5E3B4 1 26.1 3.2
5E3B4 2 1.2
5E3B4 7 1.1 2.2
5E3B4 8 4.2 1.3
5E3F1 2 1.3
5E3F1 7 1.1
5E3F1 3 1.3
5E3F1 1 17.1 1.2
5E3F2 5 1.2
5E3F2 7 3.1
5E3F2 1 17.1 1.2 1.3
5E3F3 3 1.2
5E3F3 4 2.2
5E3F3 9 6.2
5E3F3 8 3.2
5E3F3 2 1.2
5E3F3 7 1.1 1.2
5E3F3 1 15.1 2.2
5E3F4 9 1.2 3.3
5E3F4 3 2.2 1.3
5E3F4 8 2.2 4.3
5E3F4 6 1.2 2.3
5E3F4 5 1.2
5E3F4 14 1.2
5E3F4 1 21.1
5E1D1 7 1.1 1.2
5E1D1 8 2.2 4.3
5E1D1 1 7.1
5E1D2 7 6.2
5E1D2 9 1.3
5E1D2 8 3.2 1.3
5E1D2 4 1.1
5E1D2 1 26.1
5E1D3 4 3.1 2.2 2.3
5E1D3 1.2
5E1D3 1 7.1
5E1D3 9 1.3
5E1D3 7 3.1 3.2 1.3
5E1D3 8 6.1 22.3 1.4
5E1D4 7 7.1 3.2 1.3
5E1D4 4 2.1
5E1D4 8 1.2 2.3
5E1D4 1 11.1 1.2
5G1A1 7 4.2
5G1A1 1 3.3
5G1A1 16 1.2
5G1A2 1 2.1 1.2 1.3
5G1A2 6 1.3
5G1A2 7 2.2 2.3
5G1A2 3 1.3
5G1A3 9 4.3
5G1A3 7 2.3
5G1A3 5 1.2
5G1A3 1 2.1
5G1A4 8 10.2
5G1A4 7 1.1 2.2
5G1A4 9 1.2
5G1A4 1 2.1 1.2 1.3
5G1A4 5 1.2
4G2C1 0
4G2C2 1 4.1 2.2
4G2C3 7 1.1 1.2
4G2C3 1 1.1
4G2C4 7 1.1
4G2C4 1 2.1
4G1B1 1 2.1 2.2 1.3
4G1B1 7 2.2
4G1B1 5 1.2 1.3
4G1B2 7 1.1 1.2
4G1B2 1 2.1
4G1B3 9 2.3
4G1B3 5 1.3
4G1B3 7 3.3
4G1B3 1 10.1 2.2 3.3
4G1B4 7 4.3
4G1B4 1 1.4
4G1B4 5 1.2
4G1B4 10 1.3 1.4
4I1B1 1 5.1
4I1B2 1 1.1
4I1B2 5 1.1
4I1B3 4 1.1 1.3
4I1B3 7 2.1
4I1B3 1 36.1
4I1B4 7 1.1
4I1B4 1 10.1
4I3D11 5 2.2
4I3D11 4 1.1 1.2
4I3D11 1 3.1
4I3D12 1 1.1
4I3D13 6 1.2
4I3D13 1 13.1
4I3D14 5 3.2
4I3D14 1 20.1
3J1A1 0
3J1A2 6 2.2
3J1A2 7 3.2 4.3
3J1A2 2 1.3
3J1A2 1 1.1 1.3
3J1A2 5 1.2
3J1A3 1 2.3
3J1A4 7 1.3
3J1A4 1 12.1 2.2
3J1A4 6 1.1
3J2C1 5 1.3
3J2C1 7 1.1 1.2
3J2C1 1 45.1
3J2C2 25 1.4
3J2C2 1 4.1 2.3
3J2C2 7 2.3 3.4
3J2C3 7 1.2 2.2
3J2C3 25 1.2
3J2C3 1 12.1
3J2C4 3 3.3
3J2C4 1 1.9 2.2 2.3
4I3D11 5 2.1 2.2
4I3D11 4 1.2
4I3D11 1 9.1
4I3D12 1 1.1
4I3D13 1 11.1
4I3D13 6 1.2
4I3D13 5 1.2
4I3D14 5 1.1 2.2
4I3D14 7 2.1
4I3D14 1 21.1
4I3D21 5 4.2
4I3D22 0
4I3D23 1 7.1 3.2
4I3D23 5 3.2
4I3D24 1 3.1 1.2
4I3D24 5 1.3
