YEAR,QUAD,SPEC,FIASP,COND,SZ2,SZ3,SZ4,SZ5,SZ6,SZ7,SZ8,SZ9
1997,6H2,8,371,0,0,1,0,0,0,0,2,0
1997,6H2,7,316,0,1,0,0,0,0,0,1,0
1997,6H2,3,012,0,4,1,2,1,1,1,1,0
1997,6H4,3,012,0,2,4,1,0,0,0,0,0
1997,6H4,7,316,0,0,1,1,0,0,0,0,0
1997,6H4,2,097,0,0,0,0,1,0,0,0,0
1997,6H4,5,833,0,0,0,0,0,1,0,0,1
1997,6I2,3,012,0,1,0,1,0,0,0,0,0
1997,6I2,25,585,0,5,5,0,1,1,0,0,0
1997,6I2,1,129,0,1,0,0,0,0,0,0,0
1997,6I3,7,316,0,1,2,0,0,0,2,1,0
1997,6I3,2,097,0,0,0,1,0,1,0,1,0
1997,7C1,5,833,0,0,0,0,0,0,0,0,1
1997,7C1,12,541,0,0,1,0,0,0,0,0,0
1997,7C1,9,375,0,0,0,0,0,0,0,0,1
1997,7C2,5,833,0,0,1,0,0,0,1,0,1
1997,7C2,1,129,0,0,0,0,0,0,0,1,0
1997,7C2,7,316,0,0,3,0,0,0,1,0,0
1997,7C2,16,762,0,0,1,0,0,0,0,0,0
1997,7C2,12,541,0,0,0,0,1,0,0,0,0
1997,7C3,6,802,0,0,0,0,1,0,0,0,0
1997,7C3,5,833,0,3,2,0,1,1,0,0,0
1997,7C3,1,129,0,1,0,0,0,0,0,1,0
1997,7C4,7,316,0,3,1,1,0,1,0,0,1
1997,7C4,1,129,0,0,1,0,0,0,0,0,0
1997,7C4,3,012,0,0,1,1,0,0,0,1,0
1997,7C4,6,802,0,1,1,0,0,0,0,0,0
1997,7C4,13,315,0,0,0,0,0,0,0,0,1
1997,7C4,5,833,0,0,3,2,2,0,0,0,0
1997,7D1,1,129,0,2,3,1,0,2,0,0,0
1997,7D1,4,261,0,0,1,0,0,0,0,0,0
1997,7D1,5,833,0,2,1,0,1,0,0,0,0
1997,7D1,6,802,0,1,0,1,0,0,0,0,0
1997,7D4,5,833,0,0,1,0,0,0,0,0,0
1997,7D4,3,012,0,0,1,1,1,2,0,0,0
1997,7E1,5,833,0,1,0,1,0,1,0,0,1
1997,7E1,7,316,0,1,1,1,1,0,0,1,0
1997,7E1,3,012,0,2,0,2,0,0,0,0,0
1997,7E1,25,585,0,1,3,1,0,1,0,0,0
1997,7E1,2,097,0,0,0,0,0,0,1,0,0
1997,7E3,25,585,0,0,3,1,1,0,2,1,1
1997,7E3,3,012,0,2,2,0,1,0,0,0,0
1997,7E3,6,802,0,0,0,0,0,0,0,0,1
1997,7E3,7,316,0,0,1,1,0,4,1,0,1
1997,7F2,3,012,0,14,9,8,1,0,0,0,0
1997,7F2,2,097,0,1,1,1,0,1,1,0,1
1997,7F2,7,316,0,0,1,1,0,0,1,0,0
1997,7F3,5,833,0,2,2,2,2,2,0,0,0
1997,7F3,6,802,0,1,1,0,0,0,0,0,0
1997,7F3,3,012,0,1,3,5,2,3,4,3,2
1997,7F3,4,261,0,1,0,0,0,0,0,0,0
1997,7F3,8,371,0,0,1,0,0,0,0,1,0
1997,7F4,3,012,0,2,5,4,9,2,6,1,0
1997,7F4,7,316,0,1,2,0,0,0,1,0,0
1997,7F4,5,833,0,1,1,1,0,0,3,0,0
1997,7G1,1,129,0,5,4,2,3,4,5,0,0
1997,7G1,3,012,0,1,0,0,0,1,0,0,0
1997,7G1,7,316,0,0,0,0,0,0,0,0,1
1997,7G1,5,833,0,0,0,0,0,0,0,1,0
1997,7G1,25,585,0,0,0,0,1,1,1,0,0
1997,7G1,8,371,0,0,0,0,0,0,0,1,2
