YEAR,LINE,PLOT,SPEC,FIASP,HT1,HT2,HT3,HT4
91,N,1,5,833,0,0,1,0
91,N,1,7,316,1,10,5,0
91,N,1,7.1,316,0,2,4,0
91,N,6,5,833,0,1,0,0
91,N,6,7,316,0,2,1,0
91,N,6,16,762,0,1,0,0
91,N,11,7,316,0,2,1,0
91,N,11,12,541,0,0,1,0
91,N,16,7,316,1,2,2,0
91,N,16,15,746,0,0,2,0
91,N,21,5,833,0,1,0,0
91,N,21,12,541,0,1,1,0
91,N,21,15,746,0,0,3,2
91,N,26,0,0,0,0,0,0
91,N,31,5,833,0,1,0,0
91,N,31,7,316,0,0,3,0
91,N,31,10,379,0,0,1,0
91,N,31,15,746,0,0,1,1
91,N,36,7,316,0,1,0,0
91,N,36,12,541,0,1,0,0
91,N,36,15,746,0,0,3,0
91,N,41,7,316,1,4,1,0
91,N,41,10,379,0,1,1,0
91,N,41,12,541,0,0,1,0
91,N,41,15,746,0,0,1,0
91,N,46,7,316,3,2,0,0
91,N,46,12,541,0,1,1,1
91,N,51,0,0,0,0,0,0
91,N,56,7,316,5,1,0,0
91,N,61,3,12,1,0,0,0
91,N,61,7,316,2,0,0,0
91,N,61,12,541,0,1,0,0
91,N,66,6,802,0,1,0,0
91,N,66,12.1,541,0,2,0,0
91,N,66,15.1,746,0,2,0,0
91,N,71,5,833,0,3,0,0
91,N,71,15,746,0,0,2,0
91,N,76,7,316,0,1,0,0
91,N,81,5,833,0,1,0,0
91,N,86,1,129,2,1,0,0
91,N,86,3,12,2,0,0,0
91,N,86,7,316,4,2,0,0
91,N,91,5,833,1,0,0,0
91,N,96,0,0,0,0,0,0
91,N,101,0,0,0,0,0,0
91,N,106,0,0,0,0,0,0
91,N,111,0,0,0,0,0,0
91,N,116,0,0,0,0,0,0
91,N,121,0,0,0,0,0,0
91,N,126,1,129,1,0,0,0
91,N,131,7,316,1,0,0,0
91,N,136,5,833,2,1,0,0
91,N,136,7,316,1,0,0,0
91,N,141,0,0,0,0,0,0
91,N,146,0,0,0,0,0,0
91,N,151,1,129,1,0,0,0
91,N,151,3,12,1,2,0,0
91,N,156,0,0,0,0,0,0
91,N,161,7,316,1,0,0,0
91,N,166,2,97,0,1,0,0
91,N,171,0,0,0,0,0,0
91,N,176,0,0,0,0,0,0
91,N,181,3,12,1,0,0,0
91,N,186,1,129,0,1,0,0
91,N,191,7,316,0,2,1,0
91,N,191,7.1,316,1,1,0,0
91,N,196,1,129,2,0,0,0
91,N,196,3,12,1,0,0,0
91,N,201,7,316,1,0,0,0
91,N,206,3,12,1,0,0,0
91,N,211,3,12,0,1,0,0
91,N,211,7,316,1,0,0,0
91,N,216,0,0,0,0,0,0
91,N,221,3,12,0,0,2,0
91,N,226,1,129,0,1,0,0
91,N,226,2,97,0,1,0,0
91,N,226,7,316,2,1,0,0
91,N,231,1,129,1,0,0,0
91,N,231,2,97,0,1,0,0
91,N,231,7,316,3,0,0,0
91,N,236,4,261,1,0,0,0
91,N,236,7,316,2,0,0,0
91,N,241,7,316,3,4,0,0
91,N,246,3,12,1,0,0,0
91,N,246,7,316,2,3,0,0
91,N,246,7.1,316,0,0,2,0
91,N,246,8,371,1,0,0,0
91,N,251,7,316,3,1,0,0
91,N,256,3,12,3,0,0,0
91,N,256,5,833,1,0,0,0
91,N,256,7,316,4,0,0,0
91,N,261,7,316,1,2,0,0
91,N,261,12.1,541,0,3,0,0
91,N,266,0,0,0,0,0,0
91,N,271,1,129,1,0,0,0
91,N,276,5,833,0,1,0,0
91,N,281,7,316,1,1,0,0
91,N,286,7,316,5,0,0,0
91,N,286,8,371,2,3,0,0
91,N,291,7,316,3,1,0,0
91,N,296,0,0,0,0,0,0
91,N,301,0,0,0,0,0,0
91,N,306,0,0,0,0,0,0
91,N,311,1,129,1,1,0,0
91,N,311,7,316,0,2,0,0
91,N,316,0,0,0,0,0,0
91,N,321,1,129,0,1,2,0
91,N,326,0,0,0,0,0,0
91,N,331,0,0,0,0,0,0
91,N,336,0,0,0,0,0,0
91,N,341,0,0,0,0,0,0
91,N,346,7,316,1,0,0,0
91,N,351,0,0,0,0,0,0
91,N,356,1,129,2,0,0,0
91,N,356,3,12,0,2,0,0
91,N,356,4,261,2,2,0,0
91,N,361,2,97,1,0,0,0
91,N,361,7,316,3,0,0,0
91,N,366,0,0,0,0,0,0
91,N,371,1,129,4,1,0,0
91,N,371,2,97,1,0,0,0
91,N,371,4,261,1,0,0,0
91,N,371,7,316,1,0,0,0
91,N,371,25,585,1,0,0,0
91,N,376,1,129,1,0,0,0
91,N,381,0,0,0,0,0,0
91,N,386,7,316,1,0,0,0
91,N,391,2,97,0,0,1,0
91,N,391,7,316,6,0,0,0
91,N,391,25,585,2,1,0,0
91,N,396,1,129,1,0,0,0
91,N,396,2,97,0,0,1,0
91,N,396,3,12,0,1,0,0
91,N,396,7,316,1,1,0,0
91,N,396,25,585,1,0,1,0
91,N,401,1,129,1,0,0,0
91,N,401,5,833,1,1,0,0
91,N,401,7,316,8,2,0,0
91,N,401,25,585,3,3,1,0
91,N,406,7,316,1,0,0,0
91,N,411,1,129,1,0,0,0
91,N,411,5,833,0,1,0,0
91,N,411,7,316,1,0,0,0
91,N,416,1,129,1,0,0,0
91,N,416,5,833,1,0,0,0
91,N,416,7,316,2,1,0,0
91,N,416,25,585,1,0,0,0
91,N,421,1,129,2,0,0,0
91,N,421,2,97,2,1,0,0
91,N,421,7,316,2,0,0,0
91,N,426,1,129,1,0,0,0
91,N,426,5,833,0,0,1,0
91,N,426,7,316,5,0,0,0
91,N,431,5,833,0,1,0,0
91,N,436,1,129,3,0,0,0
91,N,436,7.1,316,1,2,2,0
91,N,441,1,129,3,0,0,0
91,N,441,7,316,3,0,0,0
91,N,446,1,129,1,2,0,0
91,N,451,1,129,0,1,0,0
91,N,451,5,833,1,0,0,0
91,N,456,7,316,1,0,0,0
91,N,461,1,129,5,2,0,0
91,N,461,7,316,7,1,0,0
91,N,461,8,371,0,1,0,0
91,N,466,7,316,2,0,0,0
91,N,471,5,833,0,1,0,0
91,N,476,1,129,1,0,0,0
91,N,476,5,833,0,1,0,0
91,N,481,1,129,0,2,0,0
91,N,481,5,833,0,1,0,0
91,N,481,7,316,1,0,0,0
91,N,486,1,129,1,1,0,0
91,N,486,7,316,1,0,0,0
91,N,491,7,316,1,0,0,0
91,N,496,1,129,1,2,0,0
91,N,496,5,833,2,0,0,0
91,N,501,7,316,2,0,0,0
91,N,506,1,129,0,3,0,0
91,N,506,6,802,1,0,0,0
91,N,511,1,129,2,3,0,0
91,N,511,5,833,1,1,1,0
91,N,516,1,129,2,0,0,0
91,N,516,7,316,1,0,0,0
91,N,521,1,129,1,0,0,0
91,N,521,7,316,8,1,0,0
91,N,526,3,12,0,1,0,0
91,N,526,5,833,0,1,0,0
91,N,531,5,833,0,0,2,0
91,N,531,7,316,1,0,0,0
91,N,536,7,316,1,0,0,0
91,N,541,1,129,0,2,0,0
91,N,541,7,316,2,1,0,0
91,N,546,1,129,0,5,0,0
91,N,546,5,833,0,1,1,0
91,N,546,7,316,6,3,0,0
91,N,546,25,585,0,0,1,0
91,N,551,7,316,2,2,0,0
91,N,556,5,833,0,2,0,0
91,N,556,6,802,0,2,0,0
91,N,556,7,316,2,0,0,0
91,N,561,0,0,0,0,0,0
91,N,566,7,316,1,0,0,0
91,N,571,7,316,4,0,0,0
91,N,571,25,585,0,0,1,0
91,N,576,1,129,1,2,0,0
91,N,576,7,316,4,0,0,0
91,N,576,25,585,0,1,0,0
91,N,581,1,129,1,0,0,0
91,N,581,3,12,0,2,0,0
91,N,586,7,316,1,0,0,0
91,N,586,25,585,1,0,0,0
91,N,591,7,316,1,0,0,0
91,N,596,7,316,1,0,0,0
91,S,1,1,129,1,0,0,0
91,S,1,2,97,1,0,0,0
91,S,6,0,0,0,0,0,0
91,S,11,0,0,0,0,0,0
91,S,16,0,0,0,0,0,0
91,S,21,1,129,1,0,0,0
91,S,26,0,0,0,0,0,0
91,S,31,0,0,0,0,0,0
91,S,36,7,316,1,0,0,0
91,S,41,0,0,0,0,0,0
91,S,46,1,129,0,0,1,0
91,S,51,0,0,0,0,0,0
91,S,56,0,0,0,0,0,0
91,S,61,0,0,0,0,0,0
91,S,66,1,129,0,0,1,0
91,S,66,25,585,1,0,0,0
91,S,71,7,316,1,0,0,0
91,S,71,25,585,2,0,0,0
91,S,76,1,129,0,1,0,0
91,S,76,7,316,2,0,0,0
91,S,81,1,129,1,0,0,0
91,S,81,2,97,1,0,0,0
91,S,81,4,261,1,0,0,0
91,S,81,7,316,1,0,0,0
91,S,86,1,129,1,1,0,0
91,S,86,7,316,10,1,0,0
91,S,91,1,129,4,2,0,0
91,S,91,4,261,2,1,0,0
91,S,91,7,316,1,3,0,0
91,S,96,0,0,0,0,0,0
91,S,101,7,316,1,0,0,0
91,S,106,7,316,1,0,0,0
91,S,111,4,261,1,0,0,0
91,S,111,7,316,2,0,0,0
91,S,116,1,129,1,0,0,0
91,S,116,7,316,1,0,0,0
91,S,121,7,316,1,0,0,0
91,S,126,1,129,1,0,0,0
91,S,126,7,316,1,0,0,0
91,S,131,7,316,1,1,0,0
91,S,136,1,129,1,0,0,0
91,S,136,7,316,0,1,0,0
91,S,141,7,316,1,0,0,0
91,S,146,1,129,3,0,0,0
91,S,146,7,316,1,0,0,0
91,S,151,1,129,2,0,0,0
91,S,156,4,261,0,1,0,0
91,S,156,25,585,1,0,0,0
91,S,161,1,129,2,0,0,0
91,S,161,7,316,1,0,0,0
91,S,161,25,585,0,0,1,0
91,S,166,1,129,0,2,0,0
91,S,171,1,129,1,2,0,0
91,S,171,7,316,3,0,0,0
91,S,176,1,129,1,0,0,0
91,S,181,0,0,0,0,0,0
91,S,186,7,316,1,0,0,0
91,S,191,4,261,1,0,0,0
91,S,196,0,0,0,0,0,0
91,S,201,0,0,0,0,0,0
91,S,206,1,129,0,1,1,0
91,S,211,0,0,0,0,0,0
91,S,216,1,129,1,1,0,0
91,S,221,5,833,0,1,0,0
91,S,221,7,316,1,0,0,0
91,S,226,3,12,1,3,0,0
91,S,226,5,833,1,0,0,0
91,S,231,4,261,1,0,0,0
91,S,231,7,316,1,0,0,0
91,S,236,0,0,0,0,0,0
91,S,241,7,316,1,0,0,0
91,S,246,25,585,0,1,0,0
91,S,251,1,129,3,0,0,0
91,S,251,7,316,2,0,0,0
91,S,256,1,129,1,0,0,0
91,S,256,4,261,1,0,0,0
91,S,256,7,316,3,0,0,0
91,S,261,0,0,0,0,0,0
91,S,266,1,129,0,3,0,0
91,S,266,7,316,1,2,0,0
91,S,271,1,129,1,2,0,0
91,S,271,3.1,12,0,6,0,0
91,S,276,1,129,0,2,0,0
91,S,281,1,129,0,1,0,0
91,S,286,1,129,0,2,0,0
91,S,286,25,585,1,0,0,0
91,S,291,2,97,0,0,1,0
91,S,291,7,316,1,0,0,0
91,S,296,2,97,0,1,0,0
91,S,296,7,316,1,0,0,0
91,S,301,7,316,1,0,0,0
91,S,301,25,585,2,0,0,0
91,S,306,6.1,802,1,8,0,0
91,S,311,0,0,0,0,0,0
91,S,316,3,12,0,0,0,1
91,S,316,5,833,0,1,0,0
91,S,321,2,97,0,0,1,0
91,S,321,7,316,0,2,0,0
91,S,326,7,316,3,0,0,0
91,S,331,2,97,2,0,0,0
91,S,336,7,316,2,1,0,0
91,S,341,7,316,3,0,0,0
91,S,346,0,0,0,0,0,0
91,S,351,1,129,2,0,0,0
91,S,356,1,129,1,1,0,0
91,S,356,7,316,2,0,0,0
91,S,361,1,129,1,0,0,0
91,S,361,2,97,1,0,0,0
91,S,361,7,316,1,0,0,0
91,S,366,1,129,1,0,0,0
91,S,366,7,316,1,0,0,0
91,S,371,7,316,3,0,0,0
91,S,376,1,129,1,0,0,0
91,S,376,3.1,12,0,5,0,0
91,S,376,7,316,2,0,0,0
91,S,381,7,316,2,0,0,0
91,S,386,1,129,2,1,0,0
91,S,386,7,316,2,1,0,0
91,S,391,7,316,3,0,0,0
91,S,396,0,0,0,0,0,0
91,S,401,1,129,1,0,0,0
91,S,406,7,316,1,0,0,0
91,S,411,0,0,0,0,0,0
91,S,416,4,261,0,1,1,0
91,S,421,6,802,0,1,0,0
91,S,426,7,316,1,0,0,0
91,S,431,7,316,2,0,0,0
91,S,436,7,316,1,0,0,0
91,S,441,0,0,0,0,0,0
91,S,446,4,261,1,2,0,0
91,S,446,7,316,2,0,0,0
91,S,451,7,316,2,0,0,0
91,S,456,0,0,0,0,0,0
91,S,461,1,129,0,1,1,0
91,S,466,0,0,0,0,0,0
91,S,471,1,129,2,2,1,0
91,S,476,7,316,0,0,2,0
91,S,481,0,0,0,0,0,0
91,S,486,1,129,2,0,2,0
91,S,486,2,97,0,1,0,0
91,S,486,5,833,0,1,0,0
91,S,491,1,129,1,0,0,0
91,S,496,1,129,1,1,0,0
91,S,501,7,316,2,1,0,0
91,S,506,6,802,0,1,0,0
91,S,506,7,316,1,1,0,0
91,S,506,25,585,1,0,0,0
91,S,511,1,129,0,3,2,0
91,S,511,5,833,1,0,0,0
91,S,511,7,316,1,0,0,0
91,S,516,1,129,0,2,0,0
91,S,516,7,316,1,0,0,0
91,S,521,7,316,2,1,0,0
91,S,526,4,261,1,0,0,0
91,S,526,7,316,1,0,0,0
91,S,531,0,0,0,0,0,0
91,S,536,0,0,0,0,0,0
91,S,541,0,0,0,0,0,0
91,S,546,0,0,0,0,0,0
91,S,551,0,0,0,0,0,0
91,S,556,0,0,0,0,0,0
91,S,561,0,0,0,0,0,0
91,S,566,0,0,0,0,0,0
91,S,571,0,0,0,0,0,0
91,S,576,0,0,0,0,0,0
91,S,581,0,0,0,0,0,0
91,S,586,7,316,2,0,0,0
91,S,591,0,0,0,0,0,0
91,S,596,0,0,0,0,0,0
