YEAR,LINE,PLOT,SPEC,FIASP,HT1,HT2,HT3,HT4
2015,N,1,1,129,4,0,0,0
2015,N,1,7,316,1,0,0,1
2015,N,6,1,129,3,0,0,0
2015,N,6,7,316,2,0,0,0
2015,N,11,1,129,4,0,0,0
2015,N,11,7,316,6,0,0,1
2015,N,16,1,129,8,0,0,0
2015,N,16,7,316,6,0,0,0
2015,N,21,1,129,4,0,0,0
2015,N,21,7,316,2,0,0,0
2015,N,21,14.1,743,0,2,0,0
2015,N,26,1,129,3,0,0,0
2015,N,26,7,316,3,7,0,0
2015,N,26,9,375,0,1,0,0
2015,N,31,4,261,0,1,0,0
2015,N,31,7,316,23,5,0,0
2015,N,31,9,375,2,0,0,0
2015,N,36,7,316,0,1,1,0
2015,N,41,7,316,2,1,0,0
2015,N,41,9,375,1,0,0,0
2015,N,46,7,316,5,0,0,0
2015,N,46,12.1,541,0,1,0,0
2015,N,51,7,316,9,0,0,0
2015,N,56,7,316,8,0,0,0
2015,N,61,7,316,37,0,0,0
2015,N,66,7,316,51,0,0,0
2015,N,71,7,316,5,0,0,0
2015,N,76,1,129,3,0,0,0
2015,N,76,4,261,0,1,0,0
2015,N,76,7,316,1,0,0,0
2015,N,81,7,316,1,0,0,0
2015,N,86,1,129,1,0,0,0
2015,N,86,3,12,0,0,1,0
2015,N,91,1,129,1,1,0,0
2015,N,91,7,316,5,0,0,0
2015,N,91,9,375,1,0,0,0
2015,N,96,1,129,1,1,1,0
2015,N,96,5,833,0,1,0,0
2015,N,96,7,316,3,0,0,0
2015,N,101,1,129,9,1,0,0
2015,N,101,7,316,3,0,0,0
2015,N,106,1,129,3,0,0,0
2015,N,106,7,316,5,0,0,0
2015,N,111,1,129,8,0,0,0
2015,N,111,2,97,1,0,0,0
2015,N,111,7,316,7,0,0,0
2015,N,116,1,129,14,2,0,0
2015,N,116,7,316,2,1,0,0
2015,N,121,1,129,8,0,0,0
2015,N,121,7,316,1,0,0,0
2015,N,126,1,129,7,2,0,0
2015,N,126,2,97,1,0,0,0
2015,N,131,1,129,6,0,0,0
2015,N,131,2,97,1,0,0,0
2015,N,131,7,316,2,0,0,0
2015,N,136,1,129,0,2,0,0
2015,N,141,1,129,13,1,0,0
2015,N,141,3,12,1,0,0,0
2015,N,146,1,129,13,0,0,0
2015,N,146,7,316,1,0,0,0
2015,N,151,1,129,10,1,0,0
2015,N,151,3,12,0,1,0,0
2015,N,151,7,316,3,0,0,0
2015,N,156,1,129,6,6,0,0
2015,N,156,3,12,0,3,0,0
2015,N,156,7,316,3,0,0,0
2015,N,156,13,315,1,0,0,0
2015,N,161,1,129,13,0,0,0
2015,N,161,3,12,1,0,0,0
2015,N,161,7,316,2,0,0,0
2015,N,166,1,129,2,0,0,0
2015,N,166,2,97,0,0,1,0
2015,N,171,1,129,6,1,0,0
2015,N,171,2,97,0,1,0,0
2015,N,171,3,12,2,0,0,0
2015,N,171,7,316,1,0,0,0
2015,N,176,1,129,2,0,0,0
2015,N,176,7,316,1,0,0,0
2015,N,181,1,129,9,1,0,0
2015,N,181,7,316,2,0,0,0
2015,N,186,1,129,5,2,0,0
2015,N,191,1,129,18,4,0,0
2015,N,191,2,97,0,0,1,0
2015,N,191,4,261,1,0,0,0
2015,N,191,7,316,4,0,0,0
2015,N,191,8,371,1,0,0,0
2015,N,196,1,129,1,0,0,0
2015,N,196,3,12,0,1,1,0
2015,N,196,5,833,0,1,0,0
2015,N,201,1,129,4,0,0,0
2015,N,201,7,316,2,0,0,0
2015,N,206,1,129,17,0,0,0
2015,N,206,7,316,2,0,0,0
2015,N,211,1,129,2,0,0,0
2015,N,211,7,316,3,0,0,0
2015,N,216,7,316,3,0,0,0
2015,N,221,1,129,1,0,0,0
2015,N,226,1,129,2,0,0,0
2015,N,226,2,97,0,0,1,0
2015,N,231,1,129,2,0,0,0
2015,N,231,2,97,0,0,1,0
2015,N,231,4,261,1,0,0,0
2015,N,231,5,833,1,0,0,0
2015,N,231,7,316,1,0,0,0
2015,N,236,1,129,5,0,0,0
2015,N,236,7,316,7,0,0,0
2015,N,236,8,371,1,0,0,0
2015,N,241,1,129,11,2,0,0
2015,N,241,4,261,8,2,0,0
2015,N,241,7,316,27,4,0,0
2015,N,246,1,129,3,2,2,0
2015,N,246,4,261,3,1,0,0
2015,N,246,5,833,2,0,0,0
2015,N,246,7,316,11,1,0,0
2015,N,251,1,129,2,1,0,0
2015,N,251,5,833,0,1,0,0
2015,N,251,7,316,10,4,0,0
2015,N,256,1,129,6,0,0,0
2015,N,256,4,261,1,2,1,0
2015,N,256,7,316,17,0,0,0
2015,N,256,9,375,1,0,0,0
2015,N,261,0,0,0,0,0,0
2015,N,266,1,129,2,1,0,0
2015,N,266,7,316,0,1,0,0
2015,N,271,1,129,1,0,0,0
2015,N,271,25,585,1,0,0,0
2015,N,276,1,129,6,1,0,0
2015,N,276,7,316,1,0,0,0
2015,N,276,25,585,1,0,0,0
2015,N,281,1,129,8,1,0,0
2015,N,281,7,316,1,0,0,0
2015,N,286,1,129,4,1,0,0
2015,N,286,7,316,2,0,0,0
2015,N,291,1,129,5,0,0,0
2015,N,291,7,316,1,0,0,0
2015,N,296,1,129,4,0,0,0
2015,N,301,7,316,1,0,0,0
2015,N,306,1,129,2,1,0,0
2015,N,311,1,129,10,1,1,0
2015,N,311,5,833,0,2,0,0
2015,N,316,1,129,13,1,0,0
2015,N,316,5,833,0,1,0,0
2015,N,321,1,129,9,4,0,0
2015,N,321,7,316,1,0,0,0
2015,N,326,1,129,13,1,0,0
2015,N,326,7,316,2,0,0,0
2015,N,326,25,585,1,0,0,0
2015,N,331,1,129,5,0,0,0
2015,N,331,7,316,2,0,0,0
2015,N,336,1,129,15,0,0,0
2015,N,336,2,97,1,0,0,0
2015,N,336,7,316,8,0,0,0
2015,N,341,1,129,33,0,0,0
2015,N,341,2,97,4,0,0,0
2015,N,341,7,316,23,0,0,0
2015,N,346,1,129,1,0,0,0
2015,N,346,2,97,0,1,0,0
2015,N,346,7,316,2,0,0,0
2015,N,351,1,129,21,0,0,0
2015,N,351,2,97,1,0,0,0
2015,N,351,7,316,27,0,0,0
2015,N,356,1,129,14,0,0,0
2015,N,356,2,97,2,0,0,0
2015,N,356,4,261,8,0,0,0
2015,N,356,7,316,27,0,0,0
2015,N,361,1,129,22,0,0,0
2015,N,361,2,97,6,1,0,0
2015,N,361,4,261,3,0,0,0
2015,N,361,7,316,7,0,0,0
2015,N,361,25,585,1,0,0,0
2015,N,366,1,129,16,0,0,0
2015,N,366,2,97,1,0,0,0
2015,N,366,4,261,1,0,0,0
2015,N,366,7,316,4,0,0,0
2015,N,371,1,129,11,0,0,0
2015,N,371,2,97,0,3,0,0
2015,N,371,4,261,2,0,0,0
2015,N,371,7,316,15,0,0,0
2015,N,371,25,585,1,0,0,0
2015,N,376,1,129,5,0,0,0
2015,N,376,2,97,1,0,1,0
2015,N,381,1,129,4,0,0,0
2015,N,381,2,97,1,0,0,0
2015,N,381,7,316,11,0,0,0
2015,N,386,1,129,13,0,0,0
2015,N,386,2,97,2,0,0,0
2015,N,386,7,316,18,0,0,0
2015,N,386,25,585,1,0,0,0
2015,N,391,1,129,10,2,0,0
2015,N,391,2,97,0,1,1,0
2015,N,391,7,316,72,3,0,0
2015,N,391,25,585,3,1,0,0
2015,N,396,1,129,15,0,0,0
2015,N,396,2,97,0,0,1,0
2015,N,396,7,316,41,1,0,0
2015,N,401,1,129,17,0,0,0
2015,N,401,2,97,2,0,0,0
2015,N,401,7,316,46,0,0,0
2015,N,401,25,585,1,0,0,0
2015,N,406,1,129,53,0,0,0
2015,N,406,7,316,36,0,0,0
2015,N,411,1,129,28,0,0,0
2015,N,411,7,316,19,2,0,0
2015,N,411,25,585,1,3,0,0
2015,N,416,1,129,9,0,0,0
2015,N,416,2,97,0,3,0,0
2015,N,416,7,316,15,2,0,0
2015,N,416,25,585,2,0,0,0
2015,N,421,1,129,7,0,0,0
2015,N,421,2,97,0,1,1,0
2015,N,421,7,316,15,3,0,0
2015,N,421,25,585,2,0,0,0
2015,N,426,1,129,17,0,0,0
2015,N,426,7,316,67,3,0,0
2015,N,431,1,129,39,1,0,0
2015,N,431,2,97,0,1,0,0
2015,N,431,7,316,26,3,0,0
2015,N,436,1,129,19,0,0,0
2015,N,436,2,97,1,0,0,0
2015,N,436,7,316,51,0,0,0
2015,N,441,1,129,17,4,0,0
2015,N,441,2,97,0,1,0,0
2015,N,441,7,316,23,2,0,0
2015,N,446,1,129,20,5,1,0
2015,N,446,7,316,25,0,0,0
2015,N,451,1,129,24,0,0,0
2015,N,451,7,316,67,1,0,0
2015,N,456,1,129,18,4,0,0
2015,N,456,7,316,39,0,0,0
2015,N,461,1,129,44,1,0,0
2015,N,461,7,316,58,0,0,0
2015,N,466,1,129,12,5,0,0
2015,N,466,7,316,28,0,0,0
2015,N,466,8,371,2,2,0,0
2015,N,471,1,129,13,3,0,0
2015,N,471,7,316,19,0,0,0
2015,N,476,1,129,8,0,4,0
2015,N,476,5,833,1,0,0,0
2015,N,476,7,316,3,0,0,0
2015,N,481,1,129,19,0,3,0
2015,N,481,7,316,3,0,0,0
2015,N,486,1,129,9,3,0,0
2015,N,486,7,316,3,0,0,0
2015,N,491,1,129,15,0,0,0
2015,N,491,7,316,26,0,0,0
2015,N,491,8,371,1,0,0,0
2015,N,496,1,129,9,4,1,0
2015,N,496,7,316,40,0,0,0
2015,N,501,1,129,23,0,0,0
2015,N,501,7,316,33,0,0,0
2015,N,506,1,129,19,8,1,0
2015,N,506,7,316,30,0,0,0
2015,N,511,1,129,12,8,1,0
2015,N,511,7,316,12,0,0,0
2015,N,516,1,129,12,6,0,0
2015,N,516,7,316,34,0,0,0
2015,N,521,1,129,26,1,0,0
2015,N,521,7,316,65,1,0,0
2015,N,526,1,129,20,0,0,0
2015,N,526,7,316,42,0,0,0
2015,N,531,1,129,16,0,0,0
2015,N,531,7,316,35,0,0,0
2015,N,536,1,129,29,3,1,0
2015,N,536,7,316,35,0,0,0
2015,N,541,1,129,12,0,1,0
2015,N,541,7,316,27,2,0,0
2015,N,546,1,129,16,6,1,0
2015,N,546,7,316,56,0,0,0
2015,N,551,1,129,1,0,0,0
2015,N,551,5,833,0,1,0,0
2015,N,551,7,316,2,0,0,0
2015,N,556,1,129,4,0,0,0
