YEAR,LINE,PLOT,SPEC,FIASP,HT1,HT2,HT3,HT4
87,N,1,7,316,10,29,5,0
87,N,1,12,541,0,1,0,0
87,N,6,7,316,7,3,1,0
87,N,6,12,541,0,1,0,0
87,N,6,16,762,1,0,0,0
87,N,11,7,316,5,1,0,0
87,N,11,10,379,0,1,0,0
87,N,11,12,541,0,1,0,0
87,N,11,16,762,0,2,0,0
87,N,16,7,316,13,3,1,0
87,N,16,16,762,1,0,0,0
87,N,21,6,802,0,1,0,0
87,N,21,7,316,1,1,0,0
87,N,21,12,541,1,4,0,0
87,N,26,7,316,1,1,0,0
87,N,26,12,541,1,2,0,0
87,N,26,15.1,746,0,2,0,0
87,N,26,16,762,1,0,0,0
87,N,31,5,833,1,2,0,0
87,N,31,7,316,4,2,1,0
87,N,31,12,541,0,1,0,0
87,N,31,15.1,746,1,1,0,0
87,N,36,7,316,1,4,3,0
87,N,36,7.1,316,0,1,0,0
87,N,36,12,541,0,1,0,0
87,N,36,15.1,746,0,0,0,2
87,N,36,16,762,1,0,0,0
87,N,41,7,316,5,1,0,0
87,N,41,12,541,0,1,0,0
87,N,41,15,746,1,0,0,0
87,N,41,16,762,0,1,0,0
87,N,46,7,316,13,0,0,0
87,N,46,8,371,4,0,0,0
87,N,46,12,541,0,1,0,0
87,N,46,12.1,541,0,3,0,0
87,N,46,16.1,762,1,0,0,0
87,N,51,7,316,9,0,0,0
87,N,51,16.1,762,1,0,0,0
87,N,56,7,316,15,0,0,0
87,N,56,8,371,5,0,0,0
87,N,61,7,316,16,0,0,0
87,N,61,12,541,1,0,0,0
87,N,66,6,802,1,0,0,0
87,N,66,7,316,4,0,0,0
87,N,66,8,371,5,0,0,0
87,N,66,12,541,1,4,1,0
87,N,66,15.1,746,0,0,0,1
87,N,71,1,129,1,0,0,0
87,N,71,5,833,1,2,0,0
87,N,71,7,316,3,0,0,0
87,N,76,1,129,2,2,0,0
87,N,76,7,316,8,0,0,0
87,N,76,12,541,0,1,0,0
87,N,81,5,833,0,1,0,0
87,N,81,7,316,2,0,0,0
87,N,86,1,129,1,0,0,0
87,N,86,7,316,2,0,0,0
87,N,91,7,316,1,0,0,0
87,N,96,7.1,316,0,2,3,0
87,N,101,5,833,1,0,0,0
