YEAR,LINE,PLOT,SPEC,FIASP,HT1,HT2,HT3,HT4
1997,N,1,1,129,1,0,0,0
1997,N,1,7,316,10,7,5,4
1997,N,1,5,833,0,1,1,0
1997,N,1,12,541,0,0,0,1
1997,N,6,5,833,0,0,1,0
1997,N,6,7,316,14,3,1,0
1997,N,6,1,129,1,0,0,0
1997,N,11,7,316,8,3,1,0
1997,N,11,12,541,0,0,1,0
1997,N,16,7,316,10,3,4,0
1997,N,16,1,129,1,0,0,0
1997,N,21,12,541,0,0,1,1
1997,N,21,15,746,0,0,0,2
1997,N,26,1,129,1,0,0,0
1997,N,26,7,316,7,0,0,0
1997,N,31,7,316,2,0,1,1
1997,N,31,9,375,0,0,1,1
1997,N,31,5,833,0,3,0,0
1997,N,31,1,129,1,0,0,0
1997,N,36,15,746,0,0,1,0
1997,N,36,12,541,0,0,1,0
1997,N,36,7,316,0,6,0,0
1997,N,36,6,802,0,1,0,0
1997,N,41,9,375,0,0,1,0
1997,N,41,15,746,0,0,1,0
1997,N,41,7,316,1,1,1,0
1997,N,46,12,541,0,3,1,0
1997,N,46,7,316,1,1,0,0
1997,N,46,1,129,3,0,0,0
1997,N,51,0,000,0,0,0,0
1997,N,56,7,316,0,1,0,0
1997,N,61,7,316,6,1,0,0
1997,N,61,5,833,0,1,0,0
1997,N,61,6,802,0,1,0,0
1997,N,66,6,802,0,1,0,0
1997,N,66,12,541,0,1,0,0
1997,N,66,7,316,7,0,0,0
1997,N,71,5,833,0,1,0,0
1997,N,71,1,129,5,0,0,0
1997,N,71,7,316,1,0,0,0
1997,N,76,7,316,4,0,0,0
1997,N,76,9,375,1,0,0,0
1997,N,76,1,129,9,0,0,0
1997,N,81,5,833,0,1,0,0
1997,N,81,7,316,6,2,0,0
1997,N,86,2,097,0,1,0,0
1997,N,86,1,129,6,3,0,0
1997,N,86,7,316,9,3,0,0
1997,N,91,1,129,2,0,0,0
1997,N,91,7,316,3,0,0,0
1997,N,96,7,316,1,0,0,0
1997,N,96,1,129,6,0,0,0
1997,N,96,5,833,1,2,0,0
1997,N,101,5,833,0,1,0,0
1997,N,101,1,129,4,0,0,0
1997,N,106,1,129,3,0,0,0
1997,N,111,1,129,4,0,0,0
1997,N,116,7,316,2,0,0,0
1997,N,116,1,129,19,0,0,0
1997,N,121,7,316,1,0,0,0
1997,N,121,1,129,1,0,0,0
1997,N,126,1,129,11,1,0,0
1997,N,131,5,833,0,1,0,0
1997,N,131,1,129,15,0,0,0
1997,N,136,5,833,0,3,0,0
1997,N,136,7,316,0,1,0,0
1997,N,136,1,129,5,0,0,0
1997,N,141,1,129,24,0,0,0
1997,N,146,1,129,7,0,0,0
1997,N,146,7,316,1,0,0,0
1997,N,151,2,097,0,2,0,0
1997,N,151,1,129,29,0,0,0
1997,N,156,7,316,1,0,0,0
1997,N,156,1,129,18,0,0,0
1997,N,161,1,129,14,0,0,0
1997,N,166,2,097,0,1,0,0
1997,N,166,1,129,14,0,0,0
