YEAR,LINE,PLOT,SPEC,FIASP,HT1,HT2,HT3,HT4
1993,N,1,7,316,4,14,6,5
1993,N,1,5,833,0,1,0,0
1993,N,6,7,316,2,3,1,0
1993,N,6,12,541,0,2,0,0
1993,N,6,5,833,0,1,0,0
1993,N,11,7,316,8,3,1,1
1993,N,11,12,541,0,1,0,0
1993,N,11,16,762,0,1,0,0
1993,N,16,7,316,10,5,2,1
1993,N,16,15,746,1,0,1,0
1993,N,21,7,316,5,0,0,0
1993,N,21,5,833,0,0,1,0
1993,N,21,15,746,0,1,0,3
1993,N,21,12,541,0,0,2,2
1993,N,26,7,316,4,0,0,0
1993,N,31,7,316,3,0,0,2
1993,N,31,5,833,0,2,0,0
1993,N,31,9,375,2,0,0,1
1993,N,36,7,316,1,6,1,0
1993,N,36,12,541,0,0,1,0
1993,N,36,14,743,0,0,0,1
1993,N,36,16,762,0,1,0,0
1993,N,36,6,802,0,1,0,0
1993,N,41,8,371,0,1,0,0
1993,N,41,12,541,0,0,0,1
1993,N,41,7,316,4,5,1,0
1993,N,41,9,375,7,0,2,1
1993,N,41,14,743,0,0,1,1
1993,N,46,7,316,3,1,0,0
1993,N,46,9,375,2,0,0,0
1993,N,46,12,541,0,2,1,0
1993,N,46,8,371,0,1,0,0
1993,N,41,16,762,0,2,0,0
1993,N,51,.,999,0,0,0,0
1993,N,56,7,316,6,1,0,0
1993,N,61,7,316,10,1,0,0
1993,N,61,25,585,1,0,0,0
1993,N,61,9,375,1,0,0,0
1993,N,66,7,316,2,0,0,0
1993,N,66,6,802,0,1,0,0
1993,N,66,12,541,0,2,0,0
1993,N,66,15,746,0,0,2,0
1993,N,71,15,746,0,1,0,0
1993,N,71,5,833,0,2,0,0
1993,N,76,7,316,5,0,0,0
1993,N,76,9,375,1,0,0,0
1993,N,81,7,316,5,0,0,0
1993,N,81,5,833,0,1,0,0
1993,N,86,7,316,9,2,0,0
1993,N,86,1,129,1,3,0,0
1993,N,86,3,012,0,2,0,0
1993,N,91,7,316,2,0,0,0
1993,N,96,7,316,0,2,0,0
1993,N,101,.,999,0,0,0,0
1993,N,106,.,999,0,0,0,0
1993,N,111,.,999,0,0,0,0
1993,N,116,7,316,2,0,0,0
1993,N,121,.,999,0,0,0,0
1993,N,126,1.1,129,0,0,0,0
1993,N,131,7,316,2,0,0,0
1993,N,136,7,316,0,1,0,0
1993,N,136,5,833,0,1,0,0
1993,N,141,7,316,1,0,0,0
1993,N,146,.,999,0,0,0,0
1993,N,151,3,012,1,1,0,0
1993,N,151,1,129,1,0,0,0
1993,N,156,.,999,0,0,0,0
1993,N,161,.,999,0,0,0,0
1993,N,166,2,097,0,1,0,0
1993,N,171,.,999,0,0,0,0
1993,N,176,.,999,0,0,0,0
1993,N,181,3,012,1,0,0,0
1993,N,186,.,999,0,0,0,0
1993,N,191,7,316,1,1,1,0
1993,N,191,7.1,316,0,1,0,0
1993,N,196,3,012,1,0,0,0
1993,N,196,1,129,1,0,0,0
