YEAR,LINE,PLOT,SPEC,FIASP,HT1,HT2,HT3,HT4
2001,N,1,1,129,10,0,0,0
2001,N,1,6,802,1,0,0,0
2001,N,1,7,316,6,8,4,1
2001,N,6,4,261,4,0,0,0
2001,N,6,5,833,0,1,0,0
2001,N,6,7,316,3,1,0,0
2001,N,11,1,129,4,1,0,0
2001,N,11,7,316,6,4,0,1
2001,N,16,1,129,3,0,0,0
2001,N,16,6,802,1,0,0,0
2001,N,16,7,316,6,7,0,1
2001,N,21,7,316,2,0,1,0
2001,N,21,12,541,0,0,1,0
2001,N,26,1,129,1,0,0,0
2001,N,26,7,316,4,1,0,0
2001,N,31,1,129,1,1,0,0
2001,N,31,3,12,1,0,0,0
2001,N,31,7,316,3,2,0,1
2001,N,36,1,129,1,0,0,0
2001,N,36,5,833,0,1,0,0
2001,N,36,7,316,1,6,1,0
2001,N,36,15,746,0,0,1,1
2001,N,41,7,316,4,4,1,0
2001,N,41,9,375,0,0,1,0
2001,N,41,12,541,0,0,0,1
2001,N,46,7,316,1,0,0,0
2001,N,46,12,541,0,1,1,0
2001,N,51,.,999,0,0,0,0
2001,N,56,1,129,3,0,0,0
2001,N,56,4,261,1,0,0,0
2001,N,56,7,316,8,0,0,0
2001,N,61,1,129,1,0,0,0
2001,N,61,4,261,1,0,0,0
2001,N,61,5,833,0,1,0,0
2001,N,61,6,802,1,0,0,0
2001,N,61,7,316,18,0,0,0
2001,N,61,8,371,3,0,0,0
2001,N,61,12,541,1,0,0,0
2001,N,66,4,261,3,0,0,0
2001,N,66,6,802,0,0,1,0
2001,N,66,7,316,6,0,0,0
2001,N,66,12,541,0,1,0,0
2001,N,71,1,129,3,0,0,0
2001,N,71,4,261,1,0,0,0
2001,N,71,7,316,9,0,0,0
2001,N,76,1,129,4,0,0,0
2001,N,76,4,261,1,0,0,0
2001,N,76,7,316,3,0,0,0
2001,N,81,1,129,3,0,0,0
2001,N,86,1,129,1,2,1,0
2001,N,86,3,12,0,0,2,0
2001,N,86,7,316,0,5,0,0
2001,N,91,5,833,1,0,0,0
2001,N,91,7,316,3,0,0,0
2001,N,96,1,129,9,2,0,0
2001,N,101,1,129,10,0,0,0
2001,N,101,5,833,1,0,0,0
2001,N,101,7,316,4,0,0,0
2001,N,106,1,129,6,0,0,0
2001,N,111,1,129,24,0,0,0
2001,N,111,2,97,7,0,0,0
2001,N,111,7,316,1,0,0,0
2001,N,116,1,129,52,0,0,0
2001,N,116,2,97,6,0,0,0
2001,N,116,7,316,3,0,0,0
2001,N,121,1,129,9,0,0,0
2001,N,121,7,316,1,0,0,0
2001,N,126,1,129,10,1,0,0
2001,N,126,2,97,17,0,0,0
2001,N,126,7,316,1,0,0,0
2001,N,126,9,375,2,0,0,0
2001,N,131,1,129,11,0,0,0
